target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2220	5	90.2801
CAM40532	336	87.1877	1	459.748
CAM40533	1680	1431	3	84.0343
CAM40534	1563	1314	0	0
CAM40535	699	450	1	89.0764
CAM40536	1329	1080	0	0
CAM40537	2067	1818	2	44.0972
CAM40538	525	276	0	0
CAM40539	1866	1617	3	74.368
CAM40540	993	744	0	0
CAM40541	1059	810	2	98.9738
CAM40542	912	663	1	60.4591
CAM40543	1101	852	3	141.142
CAM40544	1026	777	4	206.355
CAM40545	1227	978	1	40.9861
CAM40546	840	591	3	203.474
CAM40547	1344	1095	1	36.6067
CAM40548	924	675	3	178.153
CAM40549	4419	4170	4	38.4502
CAM40550	1665	1416	2	56.6163
CAM40551	4458	4209	19	180.946
CAM40552	2781	2532	3	47.4933
CAM40553	399	150	1	267.229
CAM40554	690	441	1	90.8943
CAM40555	879	630	0	0
CAM40556	552	303	0	0
CAM40557	1065	816	0	0
CAM40558	1536	1287	1	31.1456
CAM40559	1854	1605	1	24.9747
CAM40560	828	579	5	346.152
CAM40561	252	25.369	0	0
CAM40562	1998	1749	3	68.7554
CAM40563	1080	831	0	0
CAM40564	2115	1866	57.1121	1226.85
CAM40565	1140	891	4.88788	219.896
CAM40566	2187	1938	2	41.3667
CAM40567	930	681	0	0
CAM40568	1113	864	0	0
CAM40569	1212	963	1	41.6245
CAM40570	2823	2574	4	62.2912
CAM40571	300	54.0423	0	0
CAM40572	3162	2913	0	0
CAM40573	663	414	0	0
CAM40574	651	402	1	99.7124
CAM40575	867	618	1	64.8614
CAM40576	1626	1377	2	58.2199
CAM40577	2049	1800	2	44.5382
CAM40578	3207	2958	0	0
CAM40579	909	660	2	121.468
CAM40580	2667	2418	1	16.5775
CAM40581	507	258	0	0
CAM40582	1050	801	0	0
CAM40583	4356	4107	5	48.8001
CAM40584	609	360	3	334.036
CAM40585	1296	1047	2	76.57
CAM40586	6078	5829	5	34.3836
CAM40587	1056	807	0	0
CAM40588	417	168	2	477.195
CAM40589	1719	1470	4	109.073
CAM40590	1137	888	0	0
CAM40591	2031	1782	3	67.4821
CAM40592	2628	2379	5	84.2463
CAM40593	573	324	0	0
CAM40594	1305	1056	1	37.9587
CAM40595	381	132.001	0	0
CAM40596	909	660	2	121.468
CAM40597	1434	1185	3	101.479
CAM40598	354	105.028	0	0
CAM40599	4221	3972	3	30.2752
CAM40600	459	210	0	0
CAM40601	2547	2298	5	87.2158
CAM40602	1503	1254	2	63.9304
CAM40603	465	216	0	0
CAM40604	1170	921	0	0
CAM40605	1887	1638	5	122.358
CAM40606	579	330	20	2429.36
CAM40607	1695	1446	2	55.4417
CAM40608	1116	867	2	92.4668
CAM40609	2316	2067	4	77.5701
CAM40610	1191	942	2	85.1048
CAM40611	1209	960	0	0
CAM40612	2646	2397	1	16.7227
CAM40613	912	663	1	60.4591
