target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2330	11	90.1337
CAM40532	336	197	0	0
CAM40533	1680	1541	6	74.336
CAM40534	1563	1424	1	13.4073
CAM40535	699	560	6	204.557
CAM40536	1329	1190	7	112.306
CAM40537	2067	1928	0	0
CAM40538	525	386	0	0
CAM40539	1866	1727	2	22.11
CAM40540	993	854	0	0
CAM40541	1059	920	4	83.0085
CAM40542	912	773	4	98.7941
CAM40543	1101	962	0	0
CAM40544	1026	887	0	0
CAM40545	1227	1088	2	35.0955
CAM40546	840	701	5	136.177
CAM40547	1344	1205	5	79.2197
CAM40548	924	785	1	24.321
CAM40549	4419	4280	8	35.6859
CAM40550	1665	1526	2	25.0222
CAM40551	4458	4319	6	26.5227
CAM40552	2781	2642	2	14.4526
CAM40553	399	260	2	146.861
CAM40554	690	551	4	138.599
CAM40555	879	740	0	0
CAM40556	552	413	0	0
CAM40557	1065	926	2	41.2353
CAM40558	1536	1397	7	95.6647
CAM40559	1854	1715	2	22.2647
CAM40560	828	689	6	166.258
CAM40561	252	113	0	0
CAM40562	1998	1859	0	0
CAM40563	1080	941	16.1481	327.628
CAM40564	2115	1976	39.804	384.583
CAM40565	1140	1001	15.048	287.008
CAM40566	2187	2048	6	55.9334
CAM40567	930	791	5	120.682
CAM40568	1113	974	0	0
CAM40569	1212	1073	3	53.3792
CAM40570	2823	2684	10	71.1325
CAM40571	300	161	1	118.584
CAM40572	3162	3023	0	0
CAM40573	663	524	0	0
CAM40574	651	512	0	0
CAM40575	867	728	0	0
CAM40576	1626	1487	13	166.91
CAM40577	2049	1910	0	0
CAM40578	3207	3068	8	49.7834
CAM40579	909	770	2	49.5895
CAM40580	2667	2528	0	0
CAM40581	507	368	0	0
CAM40582	1050	911	2	41.9143
CAM40583	4356	4217	4	18.1095
CAM40584	609	470	0	0
CAM40585	1296	1157	4	66.005
CAM40586	6078	5939	2	6.42935
CAM40587	1056	917	0	0
CAM40588	417	278	1	68.6761
CAM40589	1719	1580	0	0
CAM40590	1137	998	2	38.2604
CAM40591	2031	1892	4	40.3635
CAM40592	2628	2489	0	0
CAM40593	573	434	9	395.916
CAM40594	1305	1166	0	0
CAM40595	381	242	0	0
CAM40596	909	770	11	272.742
CAM40597	1434	1295	0	0
CAM40598	354	215	0	0
CAM40599	4221	4082	3	14.0313
CAM40600	459	320	0	0
CAM40601	2547	2408	4	31.7142
CAM40602	1503	1364	2	27.9941
CAM40603	465	326	0	0
CAM40604	1170	1031	4	74.0716
CAM40605	1887	1748	2	21.8443
CAM40606	579	440	5.15346	223.613
CAM40607	1695	1556	5	61.3495
CAM40608	1116	977	2	39.0828
CAM40609	2316	2177	10	87.6984
CAM40610	1191	1052	2	36.2965
CAM40611	1209	1070	9	160.586
CAM40612	2646	2507	7	53.3082
CAM40613	912	773	7	172.89
CAM40614	750	611	39.1034	1221.87
CAM40615	564	425	3	134.767
CAM40616	564	425	3	134.767
CAM40617	1392	1253	4	60.948
CAM40618	303	164	27	3143.19
CAM40619	735	596	9	288.301
CAM40620	1386	1247	6	91.8618
CAM40621	2796	2657	4	28.7421
CBZ14814	240	101	0	0
CAM40622	1332	1193	4.53784e-06	7.26205e-05
CAM40623	1332	1193	33.9186	542.809
CAM40624	1881	1742	0	0
CAM40625	672	533	0	0
CAM40626	1332	1193	208.627	3338.73
CAM40627	3810	3671	6	31.2045
CAM40628	4878	4739	2	8.05738
CAM40629	528	389	0	0
CAM40631	534	395	0	0
CAM40632	2196	2057	2	18.5629
CAM40633	2133	1994	2	19.1494
