target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2220	2	43.1762
CAM40532	336	87.1877	1	549.683
CAM40533	1680	1431	2	66.982
CAM40534	1563	1314	1	36.4731
CAM40535	699	450	0	0
CAM40536	1329	1080	1	44.3756
CAM40537	2067	1818	2	52.7234
CAM40538	525	276	0	0
CAM40539	1866	1617	1	29.6386
CAM40540	993	744	2	128.832
CAM40541	1059	810	0	0
CAM40542	912	663	0	0
CAM40543	1101	852	0	0
CAM40544	1026	777	0	0
CAM40545	1227	978	2	98.0074
CAM40546	840	591	0	0
CAM40547	1344	1095	1	43.7677
CAM40548	924	675	0	0
CAM40549	4419	4170	5	57.4648
CAM40550	1665	1416	3	101.537
CAM40551	4458	4209	1	11.3865
CAM40552	2781	2532	1	18.928
CAM40553	399	150	0	0
CAM40554	690	441	2	217.35
CAM40555	879	630	0	0
CAM40556	552	303	0	0
CAM40557	1065	816	0	0
CAM40558	1536	1287	2	74.4765
CAM40559	1854	1605	1	29.8602
CAM40560	828	579	2	165.546
CAM40561	252	25.369	0	0
CAM40562	1998	1749	4	109.607
CAM40563	1080	831	0	0
CAM40564	2115	1866	29.6656	761.92
CAM40565	1140	891	11.3344	609.661
CAM40566	2187	1938	2	49.4588
CAM40567	930	681	1	70.3753
CAM40568	1113	864	0	0
CAM40569	1212	963	2	99.534
CAM40570	2823	2574	4	74.4765
CAM40571	300	54.0423	1	886.817
CAM40572	3162	2913	1	16.4523
CAM40573	663	414	0	0
CAM40574	651	402	1	119.218
CAM40575	867	618	0	0
CAM40576	1626	1377	4	139.217
CAM40577	2049	1800	1	26.6253
CAM40578	3207	2958	1	16.202
CAM40579	909	660	3	217.844
CAM40580	2667	2418	2	39.6407
CAM40581	507	258	3	557.275
CAM40582	1050	801	0	0
CAM40583	4356	4107	3	35.0078
CAM40584	609	360	0	0
CAM40585	1296	1047	1	45.7742
CAM40586	6078	5829	4	32.8877
CAM40587	1056	807	0	0
CAM40588	417	168	0	0
CAM40589	1719	1470	1	32.6025
CAM40590	1137	888	0	0
CAM40591	2031	1782	5	134.471
CAM40592	2628	2379	2	40.2906
CAM40593	573	324	1	147.919
CAM40594	1305	1056	1	45.3841
CAM40595	381	132.001	1	363.071
CAM40596	909	660	3	217.844
CAM40597	1434	1185	3	121.331
CAM40598	354	105.028	0	0
CAM40599	4221	3972	4	48.2635
CAM40600	459	210	0	0
CAM40601	2547	2298	1	20.8554
CAM40602	1503	1254	2	76.4364
CAM40603	465	216	1	221.878
CAM40604	1170	921	1	52.0365
CAM40605	1887	1638	6	175.552
CAM40606	579	330	18	2614.12
CAM40607	1695	1446	0	0
CAM40608	1116	867	0	0
CAM40609	2316	2067	3	69.5582
CAM40610	1191	942	1	50.8764
CAM40611	1209	960	1	49.9225
CAM40612	2646	2397	1	19.994
CAM40613	912	663	5	361.43
CAM40614	750	501	3.5	334.81
CAM40615	564	315	0	0
CAM40616	564	315	0	0
CAM40617	1392	1143	2	83.8593
CAM40618	303	56.5345	6	5086.34
CAM40619	735	486	0	0
CAM40620	1386	1137	1	42.1509
CAM40621	2796	2547	2	37.633
CBZ14814	240	21.2959	0	0
CAM40622	1332	1083	0	0
CAM40623	1332	1083	27.0054	1195.06
CAM40624	1881	1632	2	58.7324
CAM40625	672	423	0	0
CAM40626	1332	1083	41.1419	1820.64
CAM40627	3810	3561	5	67.2924
CAM40628	4878	4629	3	31.06
CAM40629	528	279	0	0
CAM40631	534	285	18.6405	3134.58
CAM40632	2196	1947	4	98.4604
CAM40633	2133	1884	0	0
CAM40634	2754	2505	0	0
CAM40635	1254	1005	0	0
