target_id	length	eff_length	est_counts	tpm
CAM40531	2469	1899	40	11.5659
CAM40532	336	337	18	29.3282
CAM40533	1680	1110	43	21.271
CAM40534	1563	993	29	16.0358
CAM40535	699	129	9	38.3085
CAM40536	1329	759	12	8.68125
CAM40537	2067	1497	12	4.40152
CAM40538	525	526	9	9.39506
CAM40539	1866	1296	46	19.4893
CAM40540	993	423	27	35.0482
CAM40541	1059	489	13	14.5975
CAM40542	912	342	8	12.8442
CAM40543	1101	531	25	25.8517
CAM40544	1026	456	33	39.7367
CAM40545	1227	657	12	10.029
CAM40546	840	270	17	34.5723
CAM40547	1344	774	30	21.2825
CAM40548	924	354	26	40.3286
CAM40549	4419	3849	38	5.42099
CAM40550	1665	1095	44	22.0639
CAM40551	4458	3888	22	3.10699
CAM40552	2781	2211	32	7.94701
CAM40553	399	400	16	21.9636
CAM40554	690	120	27	123.545
CAM40555	879	309	0	0
CAM40556	552	553	9	8.93635
CAM40557	1065	495	7	7.7649
CAM40558	1536	966	30	17.0525
CAM40559	1854	1284	20	8.55279
CAM40560	828	258	50	106.413
CAM40561	252	253	0	0
CAM40562	1998	1428	36	13.8426
CAM40563	1080	510	173.629	186.937
CAM40564	2115	1545	567.568	201.712
CAM40565	1140	570	94.8027	91.3248
CAM40566	2187	1617	25	8.48932
CAM40567	930	360	20	30.5049
CAM40568	1113	543	17	17.1906
CAM40569	1212	642	27	23.0925
CAM40570	2823	2253	30	7.31144
CAM40571	300	301	7	12.7695
CAM40572	3162	2592	17	3.60128
CAM40573	663	93	17	100.371
CAM40574	651	81	24	162.693
CAM40575	867	297	13	24.0342
CAM40576	1626	1056	31	16.1191
CAM40577	2049	1479	32	11.8802
CAM40578	3207	2637	18	3.74805
CAM40579	909	339	13	21.0565
CAM40580	2667	2097	17	4.45137
CAM40581	507	508	4.38514	4.73983
CAM40582	1050	480	6.61486	7.56697
CAM40583	4356	3786	42	6.09132
CAM40584	609	39	16	225.267
CAM40585	1296	726	22	16.6391
CAM40586	6078	5508	61	6.08105
CAM40587	1056	486	18	20.3366
CAM40588	417	418	22	28.8994
CAM40589	1719	1149	19	9.0798
CAM40590	1137	567	17	16.463
CAM40591	2031	1461	43	16.1607
CAM40592	2628	2058	42	11.2059
CAM40593	573	3	21	3843.62
CAM40594	1305	735	18	13.4471
CAM40595	381	382	20	28.7481
CAM40596	909	339	22	35.6341
CAM40597	1434	864	26	16.5235
CAM40598	354	355	8	12.3738
CAM40599	4221	3651	34	5.1134
CAM40600	459	460	12	14.3241
CAM40601	2547	1977	32	8.88763
CAM40602	1503	933	60	35.3112
CAM40603	465	466	30	35.3491
CAM40604	1170	600	7	6.40604
CAM40605	1887	1317	45	18.7616
CAM40606	579	9	209.672	12792.1
CAM40607	1695	1125	25	12.202
CAM40608	1116	546	23	23.1301
CAM40609	2316	1746	32	10.0635
CAM40610	1191	621	21	18.5682
CAM40611	1209	639	17	14.608
CAM40612	2646	2076	27	7.14133
CAM40613	912	342	58	93.1204
CAM40614	750	180	298.507	910.593
CAM40615	564	565	22	21.3805
CAM40616	564	565	22	21.3805
CAM40617	1392	822	37	24.7157
CAM40618	303	304	105	189.652
CAM40619	735	165	40	133.113
CAM40620	1386	816	19	12.7852
CAM40621	2796	2226	18	4.44007
CBZ14814	240	241	2	4.55676
CAM40622	1332	762	0	0
CAM40623	1332	762	250.924	180.813
CAM40624	1881	1311	24	10.052
CAM40625	672	102	680.488	3663.22
CAM40626	1332	762	1030.46	742.535
CAM40627	3810	3240	32	5.4231
CAM40628	4878	4308	68	8.66714
CAM40629	528	529	0	0
CAM40631	534	535	0	0
CAM40632	2196	1626	49	16.547
CAM40633	2133	1563	29	10.1878
CAM40634	2754	2184	11	2.76556
CAM40635	1254	684	13	10.4359
CAM40636	1458	888	15	9.27515
CAM40637	1011	441	7	8.7157
CAM40638	345	346	22	34.9132
CAM40639	1743	1173	23	10.7665
CAM40640	354	355	11	17.014
CAM40641	660	90	153.655	937.445
CAM40642	2649	2079	10	2.64112
CAM40643	1653	1083	29	14.7032
CAM40644	3450	2880	42	8.00755
CAM40645	6000	5430	32	3.23588
CAM40646	1242	672	27	22.0616
CAM40647	1764	1194	29	13.3363
CAM40648	582	12	26	1189.69
CAM40650	3585	3015	37	6.73841
CAM40651	2820	2250	25	6.10099
CAM40652	1461	891	10	6.16262
CAM40653	645	75	17	124.46
CAM40654	1368	798	11	7.5689
CAM40655	1287	717	27	20.677
CAM40656	2736	2166	9	2.28153
CAM40657	732	162	0	0
CAM40658	1647	1077	26	13.2556
CAM40659	612	42	0	0
CAM40660	2262	1692	25	8.11302
CAM40661	2262	1692	75	24.3391
CAM40662	933	363	16	24.2023
CAM40663	1965	1395	22	8.65947
CAM40664	873	303	5.84717	10.5961
CAM40665	1413	843	10.1528	6.61306
CAM40666	2457	1887	14	4.07379
CAM40667	444	445	14	17.2747
CAM40668	4134	3564	23	3.5435
CAM40669	1278	708	10	7.7555
CAM40670	2574	2004	45	12.3298
CAM40671	1908	1338	41	16.8256
CAM40672	1041	471	18	20.9843
CAM40673	2133	1563	9	3.16174
CAM40674	1905	1335	9	3.70172
CAM40675	2331	1761	21	6.54791
CAM40676	756	186	2	5.90418
CAM40677	996	426	9	11.6005
CAM40678	2292	1722	28	8.92828
CAM40679	978	408	30	40.3742
CAM40680	504	505	8	8.69844
CAM40681	1770	1200	12.5832	5.75777
CAM40682	1962	1392	26	10.256
CAM40683	642	72	15	114.394
CAM40684	1947	1377	28.4912	11.3611
CAM40685	648	78	54	380.139
CAM40686	1947	1377	29.5088	11.7668
CAM40687	750	180	3.375	10.2954
CAM40688	1350	780	0	0
CAM40689	750	180	23.625	72.0679
CAM40690	1245	675	10	8.13465
CAM40691	828	258	17.0192	36.2211
CAM40692	546	547	8	8.03055
CAM40693	324	325	7	11.8265
CAM40694	1719	1149	26	12.425
CBZ14817	1263	693	4	3.16935
CAM40695	1227	657	31	25.9083
CAM40696	879	309	27	47.9787
CAM40697	5904	5334	78	8.02942
CAM40698	1770	1200	28	12.8121
CAM40699	1458	888	17	10.5118
CAM40700	1698	1128	11	5.35459
CAM40701	2007	1437	9	3.43897
CAM40702	630	60	0	0
CAM40703	1011	441	5	6.2255
CAM40704	390	391	11	15.4475
CAM40705	9339	8769	81	5.07198
CAM40706	2583	2013	23	6.27374
CAM40707	1863	1293	34	14.4385
CAM40708	594	24	12	274.545
CAM40709	687	117	9	42.2376
CAM40710	663	93	18	106.275
CAM40711	984	414	19	25.1997
CAM40712	2022	1452	30	11.3448
CAM40713	768	198	24	66.5563
CAM40714	1536	966	31	17.6209
CAM40715	1776	1206	25	11.3824
CAM40716	981	411	20	26.7197
CAM40717	2703	2133	36	9.26733
CAM40718	1419	849	17	10.9947
CAM40719	2718	2148	30	7.66884
CAM40720	591	21	60	1568.83
CAM40721	372	373	13	19.1372
CAM40722	798	228	27	65.0237
CAM40723	615	45	10	122.02
CAM40724	1362	792	20	13.8659
CAM40725	2388	1818	23	6.94667
CAM40726	3099	2529	31	6.73063
CAM40727	3312	2742	47	9.41181
CAM40728	1935	1365	27	10.8611
CAM40729	1227	657	13	10.8648
CAM40730	2697	2127	27	6.9701
CAM40731	225	226	6	14.5776
CAM40732	780	210	0	0
CAM40733	318	319	6	10.3277
CAM40734	4881	4311	65	8.279
CAM40735	762	192	4	11.4394
CAM40736	648	78	17	119.673
CAM40737	1170	600	19	17.3878
CAM40738	1293	723	47	35.6946
CAM40739	2856	2286	8	1.92157
CAM40740	1419	849	1.85224e-07	1.19793e-07
CAM40741	657	87	6	37.8682
CAM40742	762	192	9	25.7385
CAM40743	1923	1353	12	4.86997
CAM40744	1959	1389	33	13.0453
CAM40745	894	324	11	18.6419
CAM40746	1878	1308	33	13.8532
CAM40747	384	385	3	4.27862
CAM40748	615	45	10	122.02
CAM40749	1755	1185	57	26.4119
CAM40750	570	571	4.04033	3.88529
CAM40751	1071	501	47	51.5113
CAM40752	1881	1311	22	9.21431
CAM40753	2118	1548	28	9.93184
CAM40754	1290	720	3	2.28787
CAM40755	1461	891	42	25.883
CAM40756	1347	777	4	2.82671
CAM40757	1713	1143	13	6.24511
CAM40758	369	370	10	14.8402
CAM40759	4155	3585	35	5.3607
CAM40760	2550	1980	6	1.66391
CAM40761	3330	2760	35	6.96309
CAM40762	2364	1794	12	3.67284
CAM40763	1272	702	3	2.34653
CAM40764	351	352	29	45.2375
CAM40765	3051	2481	36	7.96744
CAM40766	3780	3210	35	5.98695
CAM40767	3411	2841	40	7.73093
CAM40768	1506	936	15	8.7995
CAM40769	1533	963	4	2.28074
CAM40770	651	81	10	67.7888
CAM40771	2805	2235	17	4.17652
CAM40772	2895	2325	10	2.36167
CAM40773	2604	2034	4	1.07982
CAM40774	606	36	49	747.371
CAM40775	4407	3837	9	1.28793
CAM40776	4248	3678	22	3.28438
CAM40777	3426	2856	13	2.49935
CAM40778	1194	624	16	14.0792
CAM40779	273	274	2	4.00795
CAM40780	828	258	14	29.7955
CAM40781	2268	1698	17	5.49736
CAM40782	1188	618	14	12.4389
CAM40783	909	339	19	30.7749
CAM40784	1347	777	22	15.5469
CAM40785	4278	3708	29	4.29439
CAM40786	2685	2115	21	5.45195
CAM40787	3111	2541	43	9.29194
CAM40788	5937	5367	37	3.78541
CAM40789	1176	606	32	28.9948
CAM40790	1578	1008	15	8.17097
CAM40791	2436	1866	30	8.8278
CAM40792	3492	2922	33	6.20121
CAM40793	1482	912	103	62.0133
CAM40794	2562	1992	7.62518	2.10186
CAM40795	624	54	20.8371	211.878
CAM40796	1629	1059	30	15.5549
CAM40797	1905	1335	70	28.7912
CAM40798	1698	1128	26	12.6563
CAM40799	2295	1725	32	10.186
CAM40801	1953	1383	19	7.54352
CAM40802	1536	966	61	34.6733
CAM40803	4938	4368	55	6.9139
CAM40804	3135	2565	119	25.4743
CAM40806	1200	630	17	14.8167
CAM40807	1761	1191	18	8.29858
CAM40808	2055	1485	27	9.98344
CAM40809	822	252	21	45.7574
CAM40810	2037	1467	20	7.48588
CBZ14819	1653	1083	25	12.6752
CAM40812	3900	3330	65	10.718
CAM40813	1497	927	26	15.4006
CAM40814	1278	708	21	16.2865
CAM40815	6210	5640	48	4.6731
CAM40816	1584	1014	18	9.74714
CAM40817	300	301	11	20.0664
CAM40818	1716	1146	9	4.31222
CAM40819	3177	2607	50	10.5311
CAM40820	2805	2235	13	3.19381
CAM40821	1452	882	11	6.84805
CAM40822	1488	918	26	15.5515
CAM40823	3858	3288	32	5.34393
CAM40824	1110	540	6	6.10099
CAM40825	2373	1803	27	8.22263
CAM40826	3453	2883	26	4.9519
CAM40827	3582	3012	39	7.10972
CAM40828	2526	1956	16	4.49153
CAM40829	801	231	14	33.2781
CAM40830	2631	2061	33	8.79182
CAM40831	498	499	14	15.4053
CAM40832	1380	810	2	1.35578
CAM40833	1506	936	21	12.3193
CAM40834	2454	1884	57	16.6126
CAM40835	3324	2754	27	5.38323
CAM40836	2631	2061	9	2.39777
CAM40837	409	410	0	0
CAM40838	14943	14373	124	4.73715
CAM40839	2553	1983	21	5.81486
CAM40840	459	460	10	11.9367
CAM40841	1425	855	23	14.7708
CAM40842	1761	1191	36	16.5972
CAM40843	1005	435	49	61.8514
CAM40844	1185	615	14	12.4996
CAM40846	1149	579	24	22.7602
CAM40847	1416	846	19	12.3318
CAM40848	348	349	14	22.0265
CAM40849	1227	657	7	5.85026
CAM40850	789	219	2	5.01451
CAM40851	8253	7683	11	0.786149
CAM40852	5127	4557	3	0.361481
CAM40853	945	375	5	7.32119
CAM40854	4104	3534	10	1.55373
CAM40855	1893	1323	4	1.66013
CAM40856	1956	1386	0	0
CAM40857	4155	3585	29	4.44172
CAM40858	3717	3147	6	1.04688
CAM40859	993	423	3	3.89425
CAM40860	2895	2325	12	2.83401
CAM40861	3312	2742	5	1.00126
CAM40862	2853	2283	13	3.12666
CAM40863	2964	2394	9	2.06424
CAM40864	4311	3741	42	6.16459
CAM40865	2043	1473	47	17.5202
CAM40867	13302	12732	0	0
CAM40868	6984	6414	33	2.82506
CAM40869	6765	6195	47	4.16581
CBZ14822	4353	3783	76	11.0311
CAM40871	1398	828	24	15.9156
CAM40872	2844	2274	12	2.89757
CAM40873	762	192	8	22.8787
CAM40874	456	457	104.803	125.921
CAM40875	1461	891	46	28.348
CAM40876	1599	1029	26	13.874
CAM40877	1818	1248	56	24.6386
CAM40878	312	313	20	35.0856
CAM40879	1005	435	31	39.1305
CAM40880	2715	2145	49	12.5433
CAM40881	2946	2376	51	11.786
CAM40882	1611	1041	17	8.96687
CAM40883	321	322	94.4747	161.103
CAM40884	414	415	36	47.6318
CAM40885	990	420	13	16.9956
CAM40886	2850	2280	18	4.33491
CAM40887	1185	615	36	32.1418
CAM37640	558	559	19	18.6631
CAM37641	1125	555	49	48.4781
CAM37642	645	75	9	65.8907
CAM37643	1098	528	38	39.5178
CAM37644	954	384	6	8.57952
CAM37645	1974	1404	38	14.8614
CAM37646	2880	2310	65	15.4506
CAM37647	1002	432	17	21.6077
CAM37648	2196	1626	24	8.10464
CAM37649	1233	663	13	10.7665
CAM37650	2097	1527	83	29.8457
CAM37651	2481	1911	47	13.5045
CAM37652	2601	2031	41	11.0845
CAM37653	693	123	6	26.7848
CAM37654	507	508	11	11.8897
CAM37655	1047	477	10	11.5113
CAM37656	918	348	32	50.4909
CAM37657	13302	12732	168	7.24528
CBZ14481	555	556	25	24.6893
CAM37659	1074	504	14	15.2525
CAM37660	900	330	14	23.2947
CAM37661	1164	594	25	23.1098
CAM37662	399	400	9	12.3545
CAM37663	528	529	12	12.4557
CAM37664	2283	1713	50	16.0271
CAM37665	531	532	4	4.12849
CAM37666	1494	924	16	9.50804
CAM37667	621	51	3	32.2994
CAM37668	762	192	22	62.9165
CAM37669	1881	1311	58	24.2923
CAM37670	2415	1845	25	7.44023
CAM37671	2097	1527	22	7.91091
CAM37672	3792	3222	43	7.328
CAM37673	1182	612	9	8.07484
CAM37675	1104	534	34	34.9607
CAM37676	1794	1224	7	3.14022
CAM37677	441	442	6	7.4537
CAM37678	2205	1635	48	16.12
CAM37679	2982	2412	59	13.4313
CAM37680	1071	501	41	44.9354
CAM37681	1641	1071	15	7.69032
CAM37682	1698	1128	24	11.6827
CAM37683	552	553	12	11.9151
CAM37684	777	207	18	47.7469
CAM37685	4278	3708	0	0
CAM37686	3480	2910	0	0
CAM37687	480	481	178.75	204.053
CAM37688	555	556	14	13.826
CAM37689	3690	3120	10	1.7599
CAM37690	603	33	0	0
CAM37691	669	99	3	16.6391
CAM37692	3654	3084	42	7.47787
CAM37693	987	417	27	35.5525
CBZ14483	942	372	35	51.6616
CAM37695	984	414	26	34.4839
CAM37696	1374	804	40	27.3179
CAM37697	2235	1665	57	18.7976
CAM37698	1218	648	3	2.54208
CAM37699	5604	5034	37	4.03582
CAM37700	3405	2835	35	6.77888
CAM37701	1962	1392	14	5.52245
CAM37702	1914	1344	22	8.98807
CAM37703	318	319	9	15.4915
CAM37704	1698	1128	14	6.81494
CAM37705	1986	1416	28	10.8577
CAM37706	1335	765	20	14.3553
CAM37707	1656	1086	29	14.6626
CAM37708	2577	2007	23	6.2925
CAM37709	3081	2511	45	9.84031
CAM37710	1590	1020	49	26.3778
CAM37711	5259	4689	51	5.97218
CAM37712	2247	1677	18	5.89362
CAM37713	1824	1254	13	5.69231
CAM37714	996	426	57	73.4697
CAM37715	1671	1101	22	10.9718
CAM37716	16785	16215	150	5.07945
CAM37717	2934	2364	0	0
CAM37718	3150	2580	7.964	1.69494
CAM37719	1374	804	9	6.14652
CAM37720	2262	1692	105	34.0747
CAM37721	1800	1230	42	18.7494
CAM37722	1899	1329	21	8.67635
CAM37723	810	240	14	32.0302
CAM37724	2367	1797	24	7.33341
CAM37725	1422	852	36	23.2009
CAM37726	675	105	22	115.047
CAM37727	2061	1491	11	4.05096
CAM37728	1989	1419	26	10.0608
CAM37729	897	327	6	10.075
CAM37730	4974	4404	31	3.86507
CAM37731	435	436	3.12257	3.9325
CAM37732	612	42	16.8774	220.648
CAM37733	672	102	32	172.263
CAM37734	339	340	5	8.07484
CAM37735	1482	912	67	40.3388
CAM37736	1467	897	33	20.2006
CAM37737	2283	1713	47	15.0655
CAM37738	2493	1923	34	9.70828
CAM37739	1401	831	7	4.6253
CAM37740	1089	519	14.8049	15.6632
CAM37741	2712	2142	22.462	5.75799
CAM37742	1653	1083	0	0
CAM37743	2763	2193	7.43025	1.8604
CAM37744	1167	597	11.3009	10.394
CAM37745	480	481	0	0
CAM37746	2367	1797	2.09625	0.640526
CAM37747	2937	2367	36.9057	8.56127
CAM37748	321	322	11	18.7577
CAM37749	1530	960	36	20.5908
CAM37750	1818	1248	25	10.9994
CAM37751	7026	6456	39	3.31699
CAM37752	2739	2169	7	1.77207
CAM37753	1866	1296	34	14.4051
CAM37754	471	472	15	17.4499
CAM37755	543	544	4	4.03742
CAM37756	1836	1266	34	14.7465
CAM37757	363	364	13	19.6103
CAM37758	1029	459	6	7.17763
CAM37759	1440	870	18	11.3605
CAM37760	156	157	61	213.34
CAM37761	1608	1038	24	12.6957
CAM37762	4074	3504	27	4.23099
CAM37763	1050	480	9	10.2954
CAM37764	3828	3258	31	5.2246
CAM37765	6021	5451	38	3.82781
CAM37766	3360	2790	39	7.67544
CAM37767	483	484	8	9.07585
CAM37768	6483	5913	94	8.72897
CAM37769	447	448	5	6.12823
CAM37770	5541	4971	44	4.86017
CAM37771	6750	6180	80	7.10795
CAM37772	300	301	23	41.957
CAM37773	1863	1293	16	6.79461
CAM37774	3063	2493	26	5.72656
CAM37775	345	346	49	77.7612
CAM37776	342	343	0	0
CAM37777	3741	3171	19	3.29003
CAM37778	10050	9480	101	5.85
CAM37779	5445	4875	51.348	5.78351
CAM37780	1800	1230	34	15.1781
CAM37781	327	328	15	25.1108
CAM37782	549	550	13	12.9785
CAM37783	2880	2310	44	10.4588
CAM37784	864	294	35	65.3677
CAM37785	588	18	32	976.158
CAM37786	1077	507	39	42.2376
CAM37787	1800	1230	46.811	20.8971
CAM37788	1038	468	24.189	28.3801
CAM37789	4713	4143	58	7.68698
CAM37790	2163	1593	15.7858	5.44118
CAM37791	3758	3188	25.3351	4.36363
CAM37792	3114	2544	69.8791	15.0825
CAM37793	1806	1236	50	22.2123
CAM37794	1095	525	20	20.9177
CAM37795	1719	1149	43	20.549
CAM37796	342	343	6	9.60506
CAM37797	3438	2868	42	8.04105
CAM37798	1290	720	58	44.2322
CAM37799	4026	3456	20	3.1776
CAM37800	3240	2670	23	4.72998
CAM37801	2079	1509	27	9.82466
CAM37802	1026	456	24	28.8994
CBZ14485	2769	2199	14	3.49579
CAM37804	846	276	12	23.8734
CAM37805	1632	1062	20	10.3407
CAM37806	807	237	21	48.6535
CAM37807	1356	786	33	23.0534
CAM37808	720	150	25	91.5148
CAM37810	2076	1506	15	5.46901
CAM37811	12669	12099	90	4.08447
CAM42796	4854	4284	11.3341	1.45272
CAM42797	264	265	0	0
CAM42798	1455	885	15.625	9.69437
CAM42799	2304	1734	47.0022	14.8837
CAM42800	405	406	17	22.9914
CAM42801	1455	885	34.375	21.3276
CAM42802	1104	534	14	14.3956
CAM42803	1476	906	38	23.0302
CAM42804	1029	459	18	21.5329
CAM42805	1002	432	37	47.0285
CAM42806	1152	582	26	24.5298
CAM42807	738	168	34	111.125
CAM42808	1266	696	60	47.3353
CAM42809	915	345	20	31.8313
CAM42811	687	117	24	112.634
CAM42812	936	366	22	33.0054
CAM42813	3234	2664	64	13.1913
CAM42814	717	147	16	59.7648
CAM42815	3126	2556	65	13.9635
CAM42816	2982	2412	31	7.05711
CAM42817	1137	567	13	12.5893
CAM42818	273	274	15	30.0596
CAM42819	927	357	16	24.609
CAM42820	378	379	13	18.8342
CAM42821	2313	1743	48	15.1212
CAM42822	1089	519	21	22.2175
CAM42823	1602	1032	54	28.7314
CAM42824	3075	2505	61	13.371
CAM42825	273	274	47	94.1868
CAM42826	3249	2679	40.5834	8.318
CAM42827	6045	5475	92	9.2267
CAM42828	4158	3588	41.9834	6.42493
CAM42829	3636	3066	41	7.34268
CAM42831	1032	462	6	7.13103
CAM42832	2655	2085	20	5.26704
CAM42833	4950	4380	28	3.51016
CAM42834	963	393	34	47.5039
CAM42835	4710	4140	95	12.5999
CAM42836	2682	2112	48	12.4793
CAM42837	1398	828	33	21.884
CAM42838	1074	504	31	33.7733
CAM42839	2676	2106	64	16.6865
CAM42840	1578	1008	32	17.4314
CAM42841	1080	510	31	33.376
CAM42842	1815	1245	6	2.64621
CAM42843	2301	1731	22	6.9786
CAM42844	2157	1587	14	4.84389
