target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2311	22	34.0772
CAM40532	336	178	15	301.656
CAM40533	1680	1522	16	37.631
CAM40534	1563	1405	17	43.3125
CAM40535	699	541	8	52.9338
CAM40536	1329	1171	22	67.2522
CAM40537	2067	1909	8	15.0012
CAM40538	525	367	2	19.5076
CAM40539	1866	1708	24	50.2996
CAM40540	993	835	2	8.57402
CAM40541	1059	901	4	15.8919
CAM40542	912	754	14	66.4657
CAM40543	1101	943	13	49.3483
CAM40544	1026	868	16	65.9844
CAM40545	1227	1069	8	26.7888
CAM40546	840	682	2	10.4975
CAM40547	1344	1186	32	96.5842
CAM40548	924	766	23	107.483
CAM40549	4419	4261	44	36.9642
CAM40550	1665	1507	19	45.1316
CAM40551	4458	4300	64	53.2785
CAM40552	2781	2623	29	39.5768
CAM40553	399	241	4	59.4133
CAM40554	690	532	12	80.744
CAM40555	879	721	1	4.96484
CAM40556	552	394	3	27.2562
CAM40557	1065	907	13	51.307
CAM40558	1536	1378	9	23.3794
CAM40559	1854	1696	16	33.7703
CAM40560	828	670	17	90.827
CAM40561	252	94	0	0
CAM40562	1998	1840	19	36.9638
CAM40563	1080	922	26.811	104.093
CAM40564	2115	1957	369.232	675.381
CAM40565	1140	982	20.9571	76.3943
CAM40566	2187	2029	25	44.1061
CAM40567	930	772	27	125.195
CAM40568	1113	955	11	41.2316
CAM40569	1212	1054	7	23.7738
CAM40570	2823	2665	32	42.9827
CAM40571	300	142	8	201.67
CAM40572	3162	3004	4	4.76651
CAM40573	663	505	0	0
CAM40574	651	493	20	145.219
CAM40575	867	709	6	30.2932
CAM40576	1626	1468	27	65.8383
CAM40577	2049	1891	15	28.3949
CAM40578	3207	3049	6	7.04425
CAM40579	909	751	10	47.6651
CAM40580	2667	2509	10	14.2672
CAM40581	507	349	7	71.7982
CAM40582	1050	892	7	28.0914
CAM40583	4356	4198	29	24.7284
CAM40584	609	451	5	39.6857
CAM40585	1296	1138	12	37.7468
CAM40586	6078	5920	38	22.9775
CAM40587	1056	898	6	23.9175
CAM40588	417	259	8	110.568
CAM40589	1719	1561	10	22.9318
CAM40590	1137	979	3	10.9693
CAM40591	2031	1873	2	3.82237
CAM40592	2628	2470	56	81.1581
CAM40593	573	415	14	120.759
CAM40594	1305	1147	20	62.4176
CAM40595	381	223	17	272.888
CAM40596	909	751	15	71.4977
CAM40597	1434	1276	27	75.745
CAM40598	354	196	10	182.635
CAM40599	4221	4063	44	38.7656
CAM40600	459	301	2	23.7851
CAM40601	2547	2389	9	13.4855
CAM40602	1503	1345	35	93.1508
CAM40603	465	307	15	174.902
CAM40604	1170	1012	17	60.1325
CAM40605	1887	1729	37	76.6033
CAM40606	579	421	130.306	1107.96
CAM40607	1695	1537	26	60.5536
CAM40608	1116	958	6	22.4195
CAM40609	2316	2158	23	38.152
CAM40610	1191	1033	21	72.7712
CAM40611	1209	1051	9	30.6535
CAM40612	2646	2488	32	46.0405
CAM40613	912	754	32	151.922
CAM40614	750	592	170.593	1031.52
CAM40615	564	406	22	193.971
CAM40616	564	406	22	193.971
CAM40617	1392	1234	12	34.8102
CAM40618	303	145	113	2789.66
CAM40619	735	577	17	105.466
CAM40620	1386	1228	15	43.7254
CAM40621	2796	2638	21	28.4961
CBZ14814	240	82	9	392.889
CAM40622	1332	1174	0.00973709	0.0296894
CAM40623	1332	1174	257.218	784.286
CAM40624	1881	1723	17	35.3187
CAM40625	672	514	0	0
CAM40626	1332	1174	1215.43	3705.98
CAM40627	3810	3652	25	24.5047
CAM40628	4878	4720	25	18.96
CAM40629	528	370	0	0
CAM40631	534	376	53.7045	511.285
CAM40632	2196	2038	38	66.7452
CAM40633	2133	1975	18	32.6247
CAM40634	2754	2596	17	23.4415
CAM40635	1254	1096	4	13.0644
CAM40636	1458	1300	14	38.5501
CAM40637	1011	853	12	50.3585
CAM40638	345	187	8	153.14
