target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2220	53	59.2512
CAM40532	336	87.1877	12	341.586
CAM40533	1680	1431	41	71.108
CAM40534	1563	1314	34	64.2182
CAM40535	699	450	16	88.2433
CAM40536	1329	1080	19	43.6621
CAM40537	2067	1818	33	45.05
CAM40538	525	276	9	80.9297
CAM40539	1866	1617	54	82.8816
CAM40540	993	744	26	86.7311
CAM40541	1059	810	36	110.304
CAM40542	912	663	11	41.1769
CAM40543	1101	852	20	58.2592
CAM40544	1026	777	27	86.2417
CAM40545	1227	978	20	50.7535
CAM40546	840	591	23	96.5861
CAM40547	1344	1095	57	129.192
CAM40548	924	675	43	158.103
CAM40549	4419	4170	106	63.0876
CAM40550	1665	1416	63	110.421
CAM40551	4458	4209	99	58.3755
CAM40552	2781	2532	48	47.0492
CAM40553	399	150	19	314.367
CAM40554	690	441	18	101.3
CAM40555	879	630	0	0
CAM40556	552	303	5	40.9545
CAM40557	1065	816	27	82.1198
CAM40558	1536	1287	29	55.9234
CAM40559	1854	1605	27	41.7506
CAM40560	828	579	73	312.909
CAM40561	252	25.369	0	0
CAM40562	1998	1749	66	93.6545
CAM40563	1080	831	51.3807	153.452
CAM40564	2115	1866	632.945	841.839
CAM40565	1140	891	138.674	386.271
CAM40566	2187	1938	24	30.7349
CAM40567	930	681	13	47.3773
CAM40568	1113	864	6	17.235
CAM40569	1212	963	13	33.5036
CAM40570	2823	2574	73	70.3864
CAM40571	300	54.0423	1	45.9241
CAM40572	3162	2913	26	22.1517
CAM40573	663	414	8	47.9583
CAM40574	651	402	17	104.954
CAM40575	867	618	10	40.1593
CAM40576	1626	1377	23	41.4542
CAM40577	2049	1800	32	44.1217
CAM40578	3207	2958	22	18.4586
CAM40579	909	660	14	52.6452
CAM40580	2667	2418	31	31.8185
CAM40581	507	258	2	19.2391
CAM40582	1050	801	6	18.5906
CAM40583	4356	4107	58	35.0492
CAM40584	609	360	20	137.88
CAM40585	1296	1047	35	82.9652
CAM40586	6078	5829	149	63.4405
CAM40587	1056	807	17	52.2817
CAM40588	417	168	6	88.6373
CAM40589	1719	1470	36	60.7798
CAM40590	1137	888	12	33.5384
CAM40591	2031	1782	17	23.6764
CAM40592	2628	2379	105	109.539
CAM40593	573	324	14	107.24
CAM40594	1305	1056	63	148.065
CAM40595	381	132.001	5	94.0087
CAM40596	909	660	26	97.7696
CAM40597	1434	1185	21	43.982
CAM40598	354	105.028	10	236.304
CAM40599	4221	3972	110	68.7318
CAM40600	459	210	10	118.183
CAM40601	2547	2298	37	39.9601
CAM40602	1503	1254	62	122.707
CAM40603	465	216	7	80.4301
CAM40604	1170	921	26	70.0629
CAM40605	1887	1638	41	62.1219
CAM40606	579	330	193.184	1452.89
CAM40607	1695	1446	22	37.7597
CAM40608	1116	867	16	45.801
CAM40609	2316	2067	46	55.2321
CAM40610	1191	942	26	68.501
CAM40611	1209	960	21	54.2903
CAM40612	2646	2397	38	39.345
CAM40613	912	663	54	202.141
CAM40614	750	501	144.601	716.324
CAM40615	564	315	13	102.425
CAM40616	564	315	13	102.425
CAM40617	1392	1143	28	60.7976
CAM40618	303	56.5345	52	2282.78
CAM40619	735	486	24	122.56
CAM40620	1386	1137	26	56.7528
CAM40621	2796	2547	33	32.1558
CBZ14814	240	21.2959	2	233.082
CAM40622	1332	1083	0	0
CAM40623	1332	1083	656.671	1504.85
CAM40624	1881	1632	33	50.1843
CAM40625	672	423	0	0
CAM40626	1332	1083	644.99	1478.08
CAM40627	3810	3561	78	54.3622
CAM40628	4878	4629	95	50.9344
CAM40629	528	279	0	0
CAM40631	534	285	204.417	1780.11
CAM40632	2196	1947	78	99.4267
CAM40633	2133	1884	31	40.8371
CAM40634	2754	2505	55	54.4916
CAM40635	1254	1005	12	29.634
CAM40636	1458	1209	20	41.0561
CAM40637	1011	762	6	19.5421
CAM40638	345	96.0755	8	206.658
CAM40639	1743	1494	43	71.4319
CAM40640	354	105.028	5	118.152
CAM40641	660	411	116.065	700.861
CAM40642	2649	2400	22	22.7502
CAM40643	1653	1404	30	53.0309
CAM40644	3450	3201	48	37.216
CAM40645	6000	5751	58	25.0299
CAM40646	1242	993	33	82.4782
CAM40647	1764	1515	70	114.673
CAM40648	582	333	12	89.4358
CAM40650	3585	3336	80	59.5166
CAM40651	2820	2571	23	22.2024
CAM40652	1461	1212	31	63.4795
CAM40653	645	396	22	137.88
CAM40654	1368	1119	14	31.0508
CAM40655	1287	1038	15	35.8648
CAM40656	2736	2487	57	56.8818
CAM40657	732	483	7	35.9688
CAM40658	1647	1398	20	35.5056
CAM40659	612	363	4	27.3481
CAM40660	2262	2013	23	28.3569
CAM40661	2262	2013	54	66.577
CAM40662	933	684	19	68.9401
CAM40663	1965	1716	44	63.637
CAM40664	873	624	5.13342	20.4172
CAM40665	1413	1164	12.8666	27.4337
CAM40666	2457	2208	68	76.4336
CAM40667	444	195	10	127.274
CAM40668	4134	3885	45	28.7472
CAM40669	1278	1029	24	57.8856
CAM40670	2574	2325	56	59.7777
CAM40671	1908	1659	45	67.3195
CAM40672	1041	792	11	34.4701
CAM40673	2133	1884	20	26.3465
CAM40674	1905	1656	11	16.4857
CAM40675	2331	2082	17	20.2648
CAM40676	756	507	5	24.4758
CAM40677	996	747	15	49.8362
CAM40678	2292	2043	24	29.1553
CAM40679	978	729	26	88.5157
CAM40680	504	255	9	87.5945
CAM40681	1770	1521	66.494	108.499
CAM40682	1962	1713	46.3697	67.1817
CAM40683	642	393	2	12.6302
CAM40684	1947	1698	52.3167	76.4676
CAM40685	648	399	47.6303	296.268
CAM40686	1947	1698	141.675	207.077
CAM40687	750	501	23.2	114.928
CAM40688	1350	1101	34.008	76.6598
CAM40689	750	501	5.8	28.7319
CAM40690	1245	996	42	104.656
CAM40691	828	579	31.7607	136.14
CAM40692	546	297	17	142.058
CAM40693	324	75.5516	8	262.797
CAM40694	1719	1470	20	33.7666
CBZ14817	1263	1014	14	34.2661
CAM40695	1227	978	25	63.4418
CAM40696	879	630	16	63.031
CAM40697	5904	5655	97	42.571
CAM40698	1770	1521	35	57.1101
CAM40699	1458	1209	20	41.0561
CAM40700	1698	1449	8	13.7024
CAM40701	2007	1758	13	18.3527
CAM40702	630	381	18	117.252
CAM40703	1011	762	8	26.0561
CAM40704	390	141	2	35.2034
CAM40705	9339	9090	245	66.8924
CAM40706	2583	2334	37	39.3437
CAM40707	1863	1614	31	47.6686
CAM40708	594	345	10	71.9375
CAM40709	687	438	3	16.9989
CAM40710	663	414	4	23.9792
CAM40711	984	735	9	30.3899
CAM40712	2022	1773	36	50.3928
CAM40713	768	519	11	52.6017
CAM40714	1536	1287	26	50.1383
CAM40715	1776	1527	16	26.0049
CAM40716	981	732	15	50.8575
CAM40717	2703	2454	65	65.7375
CAM40718	1419	1170	8	16.9699
CAM40719	2718	2469	98	98.5098
CAM40720	591	342	19	137.88
CAM40721	372	123.003	5	100.886
CAM40722	798	549	21	94.9339
CAM40723	615	366	13	88.1529
CAM40724	1362	1113	29	64.6662
CAM40725	2388	2139	92	106.746
CAM40726	3099	2850	63	54.8618
CAM40727	3312	3063	108	87.5087
CAM40728	1935	1686	74	108.93
CAM40729	1227	978	18	45.6781
CAM40730	2697	2448	93	94.2857
CAM40731	225	17.4134	2	285.051
CAM40732	780	531	16	74.7825
CAM40733	318	69.8927	1	35.5093
CAM40734	4881	4632	91	48.7582
CAM40735	762	513	14	67.7306
CAM40736	648	399	23	143.064
CAM40737	1170	921	28	75.4524
CAM40738	1293	1044	46	109.353
CAM40739	2856	2607	49	46.6476
CAM40740	1419	1170	64	135.759
CAM40741	657	408	25	152.074
CAM40742	762	513	20	96.758
CAM40743	1923	1674	19	28.1691
CAM40744	1959	1710	45	65.3117
CAM40745	894	645	15	57.7173
CAM40746	1878	1629	30	45.7061
CAM40747	384	135.001	5	91.9198
CAM40748	615	366	14	94.9339
CAM40749	1755	1506	48	79.1026
CAM40750	570	321	0	0
CAM40751	1071	822	35	105.675
CAM40752	1881	1632	49	74.5161
CAM40753	2118	1869	49	65.0671
CAM40754	1290	1041	16	38.1455
CAM40755	1461	1212	29	59.3841
CAM40756	1347	1098	11	24.8636
CAM40757	1713	1464	37	62.7242
CAM40758	369	120.004	5	103.406
CAM40759	4155	3906	93	59.0915
CAM40760	2550	2301	24	25.8862
CAM40761	3330	3081	39	31.4157
CAM40762	2364	2115	33	38.7238
CAM40763	1272	1023	16	38.8167
CAM40764	351	102.039	17	413.482
CAM40765	3051	2802	51	45.1727
CAM40766	3780	3531	51	35.8465
CAM40767	3411	3162	81	63.5766
CAM40768	1506	1257	27	53.3093
CAM40769	1533	1284	16	30.9264
CAM40770	651	402	13	80.2586
CAM40771	2805	2556	47	45.6364
CAM40772	2895	2646	50	46.898
CAM40773	2604	2355	19	20.0234
CAM40774	606	357	39	271.126
CAM40775	4407	4158	40	23.8754
CAM40776	4248	3999	76	47.1668
CAM40777	3426	3177	30	23.4357
CAM40778	1194	945	18	47.2732
CAM40779	273	35.2427	0	0
CAM40780	828	579	14	60.01
CAM40781	2268	2019	24	29.5019
CAM40782	1188	939	13	34.3599
CAM40783	909	660	16	60.1659
CAM40784	1347	1098	16	36.1653
CAM40785	4278	4029	110	67.7594
CAM40786	2685	2436	53	53.9974
CAM40787	3111	2862	52	45.0929
CAM40788	5937	5688	69	30.1068
CAM40789	1176	927	34	91.0277
CAM40790	1578	1329	20	37.349
CAM40791	2436	2187	23	26.1008
CAM40792	3492	3243	46	35.2035
CAM40793	1482	1233	80	161.028
CAM40794	2562	2313	28.6813	30.7749
CAM40795	624	375	0	0
CAM40796	1629	1380	12	21.5813
CAM40797	1905	1656	111	166.355
CAM40798	1698	1449	28	47.9583
CAM40799	2295	2046	66	80.0595
CAM40801	1953	1704	41	59.7157
CAM40802	1536	1287	107	206.338
CAM40803	4938	4689	88	46.5776
CAM40804	3135	2886	159	136.734
CAM40806	1200	951	24	62.6333
CAM40807	1761	1512	21	34.4701
CAM40808	2055	1806	32	43.9751
CAM40809	822	573	18	77.9637
CAM40810	2037	1788	28	38.8656
CBZ14819	1653	1404	34	60.1016
CAM40812	3900	3651	89	60.4996
CAM40813	1497	1248	40	79.5463
CAM40814	1278	1029	23	55.4737
CAM40815	6210	5961	83	34.5568
CAM40816	1584	1335	19	35.3221
CAM40817	300	54.0423	2	91.8482
CAM40818	1716	1467	11	18.6096
CAM40819	3177	2928	69	58.4861
CAM40820	2805	2556	28	27.1876
CAM40821	1452	1203	13	26.8196
CAM40822	1488	1239	26	52.0807
CAM40823	3858	3609	50	34.3841
CAM40824	1110	861	7	20.1776
CAM40825	2373	2124	28	32.7173
CAM40826	3453	3204	41	31.7589
CAM40827	3582	3333	73	54.3578
CAM40828	2526	2277	44	47.9583
CAM40829	801	552	18	80.9297
CAM40830	2631	2382	49	51.0539
CAM40831	498	249	2	19.9345
CAM40832	1380	1131	16	35.1101
CAM40833	1506	1257	46	90.8232
CAM40834	2454	2205	96	108.053
CAM40835	3324	3075	49	39.5481
CAM40836	2631	2382	20	20.8383
CAM40837	409	160	2.4858	38.5586
CAM40838	14943	14694	552	93.2338
CAM40839	2553	2304	42	45.2419
CAM40840	459	210	5	59.0915
CAM40841	1425	1176	42	88.6373
CAM40842	1761	1512	49	80.4301
CAM40843	1005	756	62	203.537
CAM40844	1185	936	11	29.167
CAM40846	1149	900	26	71.6977
CAM40847	1416	1167	18	38.2804
CAM40848	348	99.0546	1	25.0553
CAM40849	1227	978	11	27.9144
CAM40850	789	540	1	4.59601
CAM40851	8253	8004	98	30.3874
CAM40852	5127	4878	65	33.0709
CAM40853	945	696	3	10.6976
CAM40854	4104	3855	58	37.3403
CAM40855	1893	1644	8	12.0771
CAM40856	1956	1707	24	34.8941
CAM40857	4155	3906	45	28.5927
CAM40858	3717	3468	43	30.7726
CAM40859	993	744	7	23.3507
CAM40860	2895	2646	45	42.2082
CAM40861	3312	3063	35	28.3593
CAM40862	2853	2604	42	40.0297
CAM40863	2964	2715	27	24.6813
CAM40864	4311	4062	82	50.1012
CAM40865	2043	1794	43	59.4868
CAM40867	13302	13053	4.95705	0.942512
CAM40868	6984	6735	413.043	152.206
CAM40869	6765	6516	149	56.7518
CBZ14822	4353	4104	125	75.5922
CAM40871	1398	1149	18	38.8801
CAM40872	2844	2595	80	76.5116
CAM40873	762	513	9	43.5411
CAM40874	456	207	27.2941	327.245
CAM40875	1461	1212	42	86.0045
CAM40876	1599	1350	19	34.9297
CAM40877	1818	1569	79	124.962
CAM40878	312	64.392	4	154.171
CAM40879	1005	756	16	52.5258
CAM40880	2715	2466	95	95.6104
CAM40881	2946	2697	83	76.3786
CAM40882	1611	1362	28	51.0218
CAM40883	321	72.7051	47	1604.38
CAM40884	414	165	5	75.2074
CAM40885	990	741	17	56.9384
CAM40886	2850	2601	29	27.6715
CAM40887	1185	936	46	121.971
