target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2384.33	30	22.9105
CAM40532	336	251.333	21	152.142
CAM40533	1680	1595.33	51	58.2102
CAM40534	1563	1478.33	38	46.8049
CAM40535	699	614.333	20	59.2797
CAM40536	1329	1244.33	13	19.0233
CAM40537	2067	1982.33	40	36.742
CAM40538	525	440.333	18	74.4339
CAM40539	1866	1781.33	37	37.8213
CAM40540	993	908.333	18	36.0834
CAM40541	1059	974.333	19	35.508
CAM40542	912	827.333	24	52.8215
CAM40543	1101	1016.33	23	41.2071
CAM40544	1026	941.333	42	81.243
CAM40545	1227	1142.33	18	28.6919
CAM40546	840	755.333	16	38.571
CAM40547	1344	1259.33	61	88.2001
CAM40548	924	839.333	57	123.657
CAM40549	4419	4334.33	65	27.3068
CAM40550	1665	1580.33	32	36.8707
CAM40551	4458	4373.33	65	27.0633
CAM40552	2781	2696.33	55	37.1423
CAM40553	399	314.333	36	208.541
CAM40554	690	605.333	25	75.2013
CAM40555	879	794.333	0	0
CAM40556	552	467.333	29	112.993
CAM40557	1065	980.333	27	50.1499
CAM40558	1536	1451.33	60	75.2773
CAM40559	1854	1769.33	14	14.4078
CAM40560	828	743.333	96	235.162
CAM40561	252	167.333	2	21.7634
CAM40562	1998	1913.33	90	85.6509
CAM40563	1080	995.333	153.767	281.302
CAM40564	2115	2030.33	1084.56	972.673
CAM40565	1140	1055.33	66.6715	115.035
CAM40566	2187	2102.33	46	39.8416
CAM40567	930	845.333	29	62.4669
CAM40568	1113	1028.33	20	35.4141
CAM40569	1212	1127.33	26	41.9953
CAM40570	2823	2738.33	37	24.6034
CAM40571	300	215.333	20	169.121
CAM40572	3162	3077.33	17	10.059
CAM40573	663	578.333	15	47.2273
CAM40574	651	566.333	20	64.304
CAM40575	867	782.333	17	39.5674
CAM40576	1626	1541.33	61	72.0632
CAM40577	2049	1964.33	48	44.4945
CAM40578	3207	3122.33	27	15.7458
CAM40579	909	824.333	24	53.0137
CAM40580	2667	2582.33	14	9.87179
CAM40581	507	422.333	16.4013	70.7136
CAM40582	1050	965.333	6.59869	12.4469
CAM40583	4356	4271.33	49	20.8888
CAM40584	609	524.333	24	83.3458
CAM40585	1296	1211.33	7	10.5224
CAM40586	6078	5993.33	84	25.5206
CAM40587	1056	971.333	10	18.7461
CAM40588	417	332.333	31	169.851
CAM40589	1719	1634.33	26	28.9676
CAM40590	1137	1052.33	12	20.7639
CAM40591	2031	1946.33	39	36.4861
CAM40592	2628	2543.33	128	91.6404
CAM40593	573	488.333	30	111.863
CAM40594	1305	1220.33	68	101.464
CAM40595	381	296.333	28	172.051
CAM40596	909	824.333	27	59.6405
CAM40597	1434	1349.33	44	59.3764
CAM40598	354	269.333	21	141.974
CAM40599	4221	4136.33	56	24.652
CAM40600	459	374.333	23	111.879
CAM40601	2547	2462.33	33	24.4032
CAM40602	1503	1418.33	112	143.787
CAM40603	465	380.333	13	62.2385
CAM40604	1170	1085.33	30	50.3313
CAM40605	1887	1802.33	41	41.4218
CAM40606	579	494.333	346.321	1275.67
CAM40607	1695	1610.33	47	53.145
CAM40608	1116	1031.33	29	51.2011
CAM40609	2316	2231.33	43	35.0901
CAM40610	1191	1106.33	36	59.2511
CAM40611	1209	1124.33	17	27.5318
CAM40612	2646	2561.33	36	25.5927
CAM40613	912	827.333	120	264.108
CAM40614	750	665.333	240.498	658.192
CAM40615	564	479.333	36.5	138.655
CAM40616	564	479.333	36.5	138.655
CAM40617	1392	1307.33	32	44.5701
CAM40618	303	218.333	210	1751.38
CAM40619	735	650.333	50	139.995
CAM40620	1386	1301.33	42	58.768
CAM40621	2796	2711.33	48	32.2358
CBZ14814	240	155.333	8	93.779
CAM40622	1332	1247.33	1.23459e-07	1.80227e-07
CAM40623	1332	1247.33	862.562	1259.18
CAM40624	1881	1796.33	35	35.4782
CAM40625	672	587.333	26.2251	81.3041
CAM40626	1332	1247.33	2061.62	3009.58
CAM40627	3810	3725.33	46	22.484
CAM40628	4878	4793.33	88	33.4291
CAM40629	528	443.333	4.13114	16.9676
CAM40631	534	449.333	81.4578	330.099
CAM40632	2196	2111.33	78	67.2694
CAM40633	2133	2048.33	69	61.3378
CAM40634	2754	2669.33	35	23.8751
CAM40635	1254	1169.33	0	0
CAM40636	1458	1373.33	30	39.7764
CAM40637	1011	926.333	19	37.3479
CAM40638	345	260.333	24	167.866
CAM40639	1743	1658.33	49	53.8027
CAM40640	354	269.333	15	101.41
CAM40641	660	575.333	265.081	838.955
CAM40642	2649	2564.33	30	21.3023
CAM40643	1653	1568.33	36	41.7969
CAM40644	3450	3365.33	35	18.9374
CAM40645	6000	5915.33	25	7.69557
CAM40646	1242	1157.33	36	56.6401
CAM40647	1764	1679.33	52	56.3828
CAM40648	582	497.333	22	80.5481
CAM40650	3585	3500.33	52	27.0504
CAM40651	2820	2735.33	19	12.648
CAM40652	1461	1376.33	30	39.6897
CAM40653	645	560.333	28	90.9896
CAM40654	1368	1283.33	18	25.5395
