target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2220	27	50.193
CAM40532	336	87.1877	1	47.3345
CAM40533	1680	1431	29	83.6356
CAM40534	1563	1314	11	34.5486
CAM40535	699	450	12	110.053
CAM40536	1329	1080	9	34.3915
CAM40537	2067	1818	18	40.8612
CAM40538	525	276	2	29.9057
CAM40539	1866	1617	23	58.7017
CAM40540	993	744	12	66.5642
CAM40541	1059	810	15	76.4256
CAM40542	912	663	8	49.7977
CAM40543	1101	852	14	67.8143
CAM40544	1026	777	24	127.474
CAM40545	1227	978	14	59.0775
CAM40546	840	591	19	132.678
CAM40547	1344	1095	23	86.6855
CAM40548	924	675	28	171.193
CAM40549	4419	4170	37	36.6183
CAM40550	1665	1416	30	87.4361
CAM40551	4458	4209	61	59.8114
CAM40552	2781	2532	25	40.7483
CAM40553	399	150	7	192.592
CAM40554	690	441	6	56.1494
CAM40555	879	630	0	0
CAM40556	552	303	3	40.8612
CAM40557	1065	816	7	35.403
CAM40558	1536	1287	11	35.2734
CAM40559	1854	1605	6	15.428
CAM40560	828	579	48	342.133
CAM40561	252	25.369	0	0
CAM40562	1998	1749	39	92.0254
CAM40563	1080	831	96.0268	476.896
CAM40564	2115	1866	365.401	808.148
CAM40565	1140	891	67.5722	312.985
CAM40566	2187	1938	13	27.6836
CAM40567	930	681	12	72.7222
CAM40568	1113	864	4	19.1064
CAM40569	1212	963	5	21.4277
CAM40570	2823	2574	47	75.3567
CAM40571	300	54.0423	3	229.097
CAM40572	3162	2913	10	14.1675
CAM40573	663	414	3	29.9057
CAM40574	651	402	9	92.3951
CAM40575	867	618	2	13.3559
CAM40576	1626	1377	22	65.9358
CAM40577	2049	1800	20	45.8554
CAM40578	3207	2958	10	13.9519
CAM40579	909	660	10	62.5301
CAM40580	2667	2418	23	39.2558
CAM40581	507	258	2	31.9921
CAM40582	1050	801	2	10.3046
CAM40583	4356	4107	56	56.2725
CAM40584	609	360	6	68.7831
CAM40585	1296	1047	14	55.1841
CAM40586	6078	5829	109	77.173
CAM40587	1056	807	10	51.1398
CAM40588	417	168	4	98.2615
CAM40589	1719	1470	13	36.4971
CAM40590	1137	888	14	65.0651
CAM40591	2031	1782	11	25.4752
CAM40592	2628	2379	51	88.4725
CAM40593	573	324	18	229.277
CAM40594	1305	1056	27	105.519
CAM40595	381	132.001	3	93.7945
CAM40596	909	660	10	62.5301
CAM40597	1434	1185	21	73.1364
CAM40598	354	105.028	4	157.177
CAM40599	4221	3972	46	47.7949
CAM40600	459	210	20	393.046
CAM40601	2547	2298	24	43.1017
CAM40602	1503	1254	33	108.605
CAM40603	465	216	6	114.638
CAM40604	1170	921	13	58.2528
CAM40605	1887	1638	24	60.4686
CAM40606	579	330	148.199	1853.38
CAM40607	1695	1446	23	65.6436
CAM40608	1116	867	12	57.1209
CAM40609	2316	2067	24	47.9185
CAM40610	1191	942	30	131.433
CAM40611	1209	960	8	34.3915
CAM40612	2646	2397	14	24.1042
CAM40613	912	663	56	348.584
CAM40614	750	501	195.822	1613.08
CAM40615	564	315	8.5	111.363
CAM40616	564	315	8.5	111.363
CAM40617	1392	1143	22	79.4345
CAM40618	303	56.5345	45	3284.97
CAM40619	735	486	18	152.851
CAM40620	1386	1137	20	72.5943
CAM40621	2796	2547	15	24.305
CBZ14814	240	21.2959	0	0
CAM40622	1332	1083	1.27504e-08	4.85878e-08
CAM40623	1332	1083	502.855	1916.23
CAM40624	1881	1632	22	55.6334
CAM40625	672	423	0	0
CAM40626	1332	1083	415.287	1582.53
CAM40627	3810	3561	30	34.7682
CAM40628	4878	4629	66	58.8423
CAM40629	528	279	0	0
CAM40631	534	285	91.5607	1325.86
CAM40632	2196	1947	28	59.3506
CAM40633	2133	1884	21	46.0014
CAM40634	2754	2505	27	44.4825
CAM40635	1254	1005	3	12.3194
CAM40636	1458	1209	14	47.7897
CAM40637	1011	762	5	27.0799
CAM40638	345	96.0755	6	257.734
CAM40639	1743	1494	22	60.7722
CAM40640	354	105.028	5	196.471
