target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2334	35	29.0755
CAM40532	336	201	23	221.867
CAM40533	1680	1545	52	65.2582
CAM40534	1563	1428	23	31.2291
CAM40535	699	564	31	106.572
CAM40536	1329	1194	12	19.4867
CAM40537	2067	1932	26	26.0932
CAM40538	525	390	8	39.7728
CAM40539	1866	1731	59	66.0869
CAM40540	993	858	4	9.03927
CAM40541	1059	924	7	14.6888
CAM40542	912	777	23	57.3941
CAM40543	1101	966	25	50.1792
CAM40544	1026	891	35	76.1642
CAM40545	1227	1092	14	24.858
CAM40546	840	705	28	77.0069
CAM40547	1344	1209	28	44.9047
CAM40548	924	789	30	73.7233
CAM40549	4419	4284	53	23.9876
CAM40550	1665	1530	37	46.889
CAM40551	4458	4323	78	34.984
CAM40552	2781	2646	49	35.906
CAM40553	399	264	24	176.266
CAM40554	690	555	24	83.8453
CAM40555	879	744	0	0
CAM40556	552	417	10	46.4969
CAM40557	1065	930	18	37.5275
CAM40558	1536	1401	24	33.2149
CAM40559	1854	1719	16	18.047
CAM40560	828	693	79	221.032
CAM40561	252	117	0	0
CAM40562	1998	1863	51	53.0784
CAM40563	1080	945	184.793	379.152
CAM40564	2115	1980	790.075	773.684
CAM40565	1140	1005	72.1325	139.164
CAM40566	2187	2052	57	53.859
CAM40567	930	795	33	80.4836
CAM40568	1113	978	7	13.8778
CAM40569	1212	1077	13	23.4039
CAM40570	2823	2688	40	28.853
CAM40571	300	165	15	176.266
CAM40572	3162	3027	5	3.20271
CAM40573	663	528	9	33.0498
CAM40574	651	516	35	131.516
CAM40575	867	732	10	26.488
CAM40576	1626	1491	53	68.9221
CAM40577	2049	1914	36	36.4688
CAM40578	3207	3072	12	7.57392
CAM40579	909	774	19	47.5963
CAM40580	2667	2532	13	9.95497
CAM40581	507	372	6.842	35.6616
CAM40582	1050	915	3.158	6.69194
CAM40583	4356	4221	35	16.0773
CAM40584	609	474	23	94.0827
CAM40585	1296	1161	11	18.3705
CAM40586	6078	5943	64	20.8802
CAM40587	1056	921	21	44.21
CAM40588	417	282	14	96.2586
CAM40589	1719	1584	13	15.9129
CAM40590	1137	1002	26	50.3114
CAM40591	2031	1896	32	32.7244
CAM40592	2628	2493	64	49.7758
CAM40593	573	438	40	177.071
CAM40594	1305	1170	43	71.2596
CAM40595	381	246	14	110.345
CAM40596	909	774	49	122.748
CAM40597	1434	1299	29	43.2862
CAM40598	354	219	4	35.4141
CAM40599	4221	4086	32	15.1849
CAM40600	459	324	33	197.483
CAM40601	2547	2412	33	26.5275
CAM40602	1503	1368	100	141.734
CAM40603	465	330	10	58.7552
CAM40604	1170	1035	32	59.9474
CAM40605	1887	1752	59	65.2948
CAM40606	579	444	235.655	1029.09
CAM40607	1695	1560	32	39.7728
CAM40608	1116	981	20	39.5295
CAM40609	2316	2181	40	35.5603
CAM40610	1191	1056	53	97.3134
CAM40611	1209	1074	11	19.8586
CAM40612	2646	2511	25	19.3043
CAM40613	912	777	107	267.007
CAM40614	750	615	188.164	593.227
CAM40615	564	429	20	90.3927
CAM40616	564	429	20	90.3927
CAM40617	1392	1257	40	61.7
CAM40618	303	168	175	2019.71
CAM40619	735	600	67	216.513
CAM40620	1386	1251	16	24.7984
CAM40621	2796	2661	57	41.5327
CBZ14814	240	105	12	221.591
CAM40622	1332	1197	0	0
CAM40623	1332	1197	465.417	753.891
CAM40624	1881	1746	29	32.2043
CAM40625	672	537	0	0
CAM40626	1332	1197	1618.53	2621.73
CAM40627	3810	3675	28	14.7727
CAM40628	4878	4743	76	31.0685
CAM40629	528	393	0	0
CAM40631	534	399	135.798	659.906
CAM40632	2196	2061	72	67.7353
CAM40633	2133	1998	47	45.6103
CAM40634	2754	2619	38	28.1325
CAM40635	1254	1119	11	19.06
CAM40636	1458	1323	17	24.9144
CAM40637	1011	876	11	24.3472
CAM40638	345	210	22	203.125
CAM40639	1743	1608	65	78.3768
CAM40640	354	219	12	106.242
CAM40641	660	525	200.571	740.748
CAM40642	2649	2514	15	11.5688
CAM40643	1653	1518	26	33.2095
CAM40644	3450	3315	48	28.0749
CAM40645	6000	5865	34	11.2401
CAM40646	1242	1107	21	36.7817
CAM40647	1764	1629	57	67.8444
CAM40648	582	447	38	164.83
CAM40650	3585	3450	70	39.3405
CAM40651	2820	2685	18	12.9984
CAM40652	1461	1326	20	29.2447
CAM40653	645	510	25	95.0452
CAM40654	1368	1233	16	25.1604
CAM40655	1287	1152	32	53.859
CAM40656	2736	2601	42	31.309
CAM40657	732	597	7	22.7344
CAM40658	1647	1512	40	51.2943
CAM40659	612	477	5	20.3241
CAM40660	2262	2127	17	15.4968
CAM40661	2262	2127	64	58.3409
CAM40662	933	798	28	68.0324
CAM40663	1965	1830	46	48.7379
CAM40664	873	738	19	49.9181
CAM40665	1413	1278	23	34.8945
CAM40666	2457	2322	28	23.3806
CAM40667	444	309	16	100.397
CAM40668	4134	3999	33	16.0001
CAM40669	1278	1143	4	6.78538
CAM40670	2574	2439	43	34.1835
CAM40671	1908	1773	56	61.2406
CAM40672	1041	906	19	40.6617
CAM40673	2133	1998	18	17.4678
CAM40674	1905	1770	9	9.85893
CAM40675	2331	2196	17	15.0099
CAM40676	756	621	1	3.12226
CAM40677	996	861	9	20.2675
CAM40678	2292	2157	47	42.2482
CAM40679	978	843	53	121.901
CAM40680	504	369	18	94.5816
CAM40681	1770	1635	30.9409	36.6924
CAM40682	1962	1827	35	37.1441
CAM40683	642	507	4	15.2972
CAM40684	1947	1812	31.0065	33.1784
CAM40685	648	513	79	298.587
CAM40686	1947	1812	158.263	169.348
CAM40687	750	615	0	0
CAM40688	1350	1215	15.7309	25.1036
CAM40689	750	615	19	59.9017
CAM40690	1245	1110	51	89.0856
CAM40691	828	693	35.2376	98.5902
CAM40692	546	411	22	103.787
CAM40693	324	189	10	102.589
