target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2220	0	0
CAM40532	336	87.1877	0	0
CAM40533	1680	1431	1	225.49
CAM40534	1563	1314	0	0
CAM40535	699	450	0	0
CAM40536	1329	1080	1	298.774
CAM40537	2067	1818	0	0
CAM40538	525	276	0	0
CAM40539	1866	1617	0	0
CAM40540	993	744	0	0
CAM40541	1059	810	0	0
CAM40542	912	663	0	0
CAM40543	1101	852	0	0
CAM40544	1026	777	0	0
CAM40545	1227	978	0	0
CAM40546	840	591	2	1091.97
CAM40547	1344	1095	0	0
CAM40548	924	675	1	478.038
CAM40549	4419	4170	0	0
CAM40550	1665	1416	1	227.878
CAM40551	4458	4209	3	229.99
CAM40552	2781	2532	1	127.439
CAM40553	399	150	0	0
CAM40554	690	441	0	0
CAM40555	879	630	0	0
CAM40556	552	303	0	0
CAM40557	1065	816	0	0
CAM40558	1536	1287	0	0
CAM40559	1854	1605	0	0
CAM40560	828	579	0	0
CAM40561	252	25.369	0	0
CAM40562	1998	1749	1	184.492
CAM40563	1080	831	0	0
CAM40564	2115	1866	6	1037.54
CAM40565	1140	891	0	0
CAM40566	2187	1938	0	0
CAM40567	930	681	0	0
CAM40568	1113	864	0	0
CAM40569	1212	963	0	0
CAM40570	2823	2574	1	125.36
CAM40571	300	54.0423	0	0
CAM40572	3162	2913	0	0
CAM40573	663	414	0	0
CAM40574	651	402	0	0
CAM40575	867	618	0	0
CAM40576	1626	1377	0	0
CAM40577	2049	1800	1	179.264
CAM40578	3207	2958	0	0
CAM40579	909	660	0	0
CAM40580	2667	2418	0	0
CAM40581	507	258	0	0
CAM40582	1050	801	0	0
CAM40583	4356	4107	0	0
CAM40584	609	360	0	0
CAM40585	1296	1047	0	0
CAM40586	6078	5829	0	0
CAM40587	1056	807	0	0
CAM40588	417	168	0	0
CAM40589	1719	1470	0	0
CAM40590	1137	888	0	0
CAM40591	2031	1782	1	181.075
CAM40592	2628	2379	0	0
CAM40593	573	324	0	0
CAM40594	1305	1056	0	0
CAM40595	381	132.001	0	0
CAM40596	909	660	1	488.903
CAM40597	1434	1185	0	0
CAM40598	354	105.028	0	0
CAM40599	4221	3972	0	0
CAM40600	459	210	0	0
CAM40601	2547	2298	0	0
CAM40602	1503	1254	0	0
CAM40603	465	216	0	0
CAM40604	1170	921	0	0
CAM40605	1887	1638	0	0
CAM40606	579	330	4	3911.22
CAM40607	1695	1446	1	223.151
CAM40608	1116	867	0	0
CAM40609	2316	2067	0	0
CAM40610	1191	942	0	0
CAM40611	1209	960	0	0
CAM40612	2646	2397	0	0
CAM40613	912	663	0	0
CAM40614	750	501	2	1288.13
CAM40615	564	315	0	0
CAM40616	564	315	0	0
CAM40617	1392	1143	0	0
CAM40618	303	56.5345	0	0
CAM40619	735	486	0	0
CAM40620	1386	1137	0	0
CAM40621	2796	2547	1	126.689
CBZ14814	240	21.2959	0	0
CAM40622	1332	1083	6.42857	1915.37
CAM40623	1332	1083	0	0
CAM40624	1881	1632	0	0
CAM40625	672	423	0	0
CAM40626	1332	1083	6.42857	1915.37
CAM40627	3810	3561	1	90.6138
CAM40628	4878	4629	2	139.415
CAM40629	528	279	0	0
CAM40631	534	285	0	0
CAM40632	2196	1947	0	0
CAM40633	2133	1884	1	171.272
CAM40634	2754	2505	2	257.625
CAM40635	1254	1005	0	0
CAM40636	1458	1209	0	0
CAM40637	1011	762	0	0
CAM40638	345	96.0755	0	0
CAM40639	1743	1494	0	0
CAM40640	354	105.028	0	0
CAM40641	660	411	3	2355.3
CAM40642	2649	2400	0	0
CAM40643	1653	1404	0	0
CAM40644	3450	3201	1	100.805
CAM40645	6000	5751	0	0
CAM40646	1242	993	0	0
CAM40647	1764	1515	0	0
CAM40648	582	333	0	0
CAM40650	3585	3336	0	0
CAM40651	2820	2571	0	0
CAM40652	1461	1212	0	0
CAM40653	645	396	0	0
CAM40654	1368	1119	0	0
CAM40655	1287	1038	0	0
CAM40656	2736	2487	0	0
CAM40657	732	483	0	0
CAM40658	1647	1398	0	0
CAM40659	612	363	0	0
CAM40660	2262	2013	0	0
CAM40661	2262	2013	0	0
CAM40662	933	684	0	0
CAM40663	1965	1716	0	0
CAM40664	873	624	0	0
CAM40665	1413	1164	0	0
CAM40666	2457	2208	0	0
CAM40667	444	195	1	1654.75
CAM40668	4134	3885	0	0
CAM40669	1278	1029	0	0
CAM40670	2574	2325	1	138.785
CAM40671	1908	1659	1	194.5
CAM40672	1041	792	0	0
CAM40673	2133	1884	0	0
CAM40674	1905	1656	0	0
CAM40675	2331	2082	0	0
CAM40676	756	507	0	0
CAM40677	996	747	0	0
CAM40678	2292	2043	0	0
CAM40679	978	729	2	885.256
CAM40680	504	255	0	0
CAM40681	1770	1521	0	0
CAM40682	1962	1713	0	0
CAM40683	642	393	0	0
CAM40684	1947	1698	0	0
CAM40685	648	399	0	0
CAM40686	1947	1698	0	0
CAM40687	750	501	0	0
CAM40688	1350	1101	0	0
CAM40689	750	501	0	0
CAM40690	1245	996	0	0
CAM40691	828	579	0	0
CAM40692	546	297	0	0
CAM40693	324	75.5516	0	0
CAM40694	1719	1470	0	0
CBZ14817	1263	1014	0	0
CAM40695	1227	978	0	0
CAM40696	879	630	0	0
CAM40697	5904	5655	1	57.0603
CAM40698	1770	1521	0	0
CAM40699	1458	1209	0	0
CAM40700	1698	1449	0	0
CAM40701	2007	1758	0	0
CAM40702	630	381	0	0
CAM40703	1011	762	0	0
CAM40704	390	141	0	0
CAM40705	9339	9090	1	35.4979
CAM40706	2583	2334	0	0
CAM40707	1863	1614	0	0
CAM40708	594	345	0	0
CAM40709	687	438	0	0
CAM40710	663	414	0	0
CAM40711	984	735	0	0
