target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2220	6	79.2595
CAM40532	336	87.1877	2	672.71
CAM40533	1680	1431	4	81.9735
CAM40534	1563	1314	3	66.9544
CAM40535	699	450	0	0
CAM40536	1329	1080	0	0
CAM40537	2067	1818	3	48.3928
CAM40538	525	276	0	0
CAM40539	1866	1617	3	54.4082
CAM40540	993	744	3	118.25
CAM40541	1059	810	2	72.4099
CAM40542	912	663	1	44.2323
CAM40543	1101	852	1	34.4202
CAM40544	1026	777	3	113.228
CAM40545	1227	978	4	119.943
CAM40546	840	591	0	0
CAM40547	1344	1095	1	26.7817
CAM40548	924	675	0	0
CAM40549	4419	4170	12	84.3914
CAM40550	1665	1416	4	82.8418
CAM40551	4458	4209	6	41.8047
CAM40552	2781	2532	2	23.1643
CAM40553	399	150	0	0
CAM40554	690	441	1	66.4989
CAM40555	879	630	0	0
CAM40556	552	303	0	0
CAM40557	1065	816	1	35.9387
CAM40558	1536	1287	2	45.5727
CAM40559	1854	1605	5	91.3583
CAM40560	828	579	6	303.896
CAM40561	252	25.369	0	0
CAM40562	1998	1749	3	50.3019
CAM40563	1080	831	5.06157	178.623
CAM40564	2115	1866	71.179	1118.65
CAM40565	1140	891	11.7594	387.044
CAM40566	2187	1938	1	15.1321
CAM40567	930	681	2	86.1263
CAM40568	1113	864	2	67.8843
CAM40569	1212	963	1	30.4528
CAM40570	2823	2574	11	125.325
CAM40571	300	54.0423	1	542.649
CAM40572	3162	2913	2	20.1346
CAM40573	663	414	1	70.8358
CAM40574	651	402	2	145.901
CAM40575	867	618	2	94.9062
CAM40576	1626	1377	3	63.8911
CAM40577	2049	1800	4	65.1689
CAM40578	3207	2958	2	19.8283
CAM40579	909	660	0	0
CAM40580	2667	2418	5	60.641
CAM40581	507	258	0	0
CAM40582	1050	801	1	36.6117
CAM40583	4356	4107	3	21.4215
CAM40584	609	360	1	81.4611
CAM40585	1296	1047	0	0
CAM40586	6078	5829	10	50.3105
CAM40587	1056	807	0	0
CAM40588	417	168	1	174.56
CAM40589	1719	1470	4	79.7987
CAM40590	1137	888	0	0
CAM40591	2031	1782	2	32.9136
CAM40592	2628	2379	7	86.2892
CAM40593	573	324	1	90.5124
CAM40594	1305	1056	4	111.083
CAM40595	381	132.001	1	222.165
CAM40596	909	660	2	88.8667
CAM40597	1434	1185	1	24.7477
CAM40598	354	105.028	0	0
CAM40599	4221	3972	19	140.28
CAM40600	459	210	3	418.943
CAM40601	2547	2298	3	38.2846
CAM40602	1503	1254	1	23.386
CAM40603	465	216	0	0
CAM40604	1170	921	2	63.683
CAM40605	1887	1638	3	53.7106
CAM40606	579	330	15.772	1401.61
CAM40607	1695	1446	1	20.2808
CAM40608	1116	867	1	33.8247
CAM40609	2316	2067	4	56.7509
CAM40610	1191	942	4	124.527
CAM40611	1209	960	1	30.5479
CAM40612	2646	2397	3	36.7034
CAM40613	912	663	7	309.626
CAM40614	750	501	15.2	889.731
CAM40615	564	315	2.5	232.746
CAM40616	564	315	2.5	232.746
CAM40617	1392	1143	2	51.3141
CAM40618	303	56.5345	4	2074.91
CAM40619	735	486	0	0
CAM40620	1386	1137	2	51.5849
CAM40621	2796	2547	4	46.0558
CBZ14814	240	21.2959	0	0
CAM40622	1332	1083	0	0
CAM40623	1332	1083	74.2027	2009.3
CAM40624	1881	1632	3	53.9081
CAM40625	672	423	0	0
CAM40626	1332	1083	83.9793	2274.03
CAM40627	3810	3561	10	82.3533
CAM40628	4878	4629	5	31.6764
CAM40629	528	279	0	0
CAM40631	534	285	10.654	1096.28
CAM40632	2196	1947	11	165.684
CAM40633	2133	1884	4	62.2633
CAM40634	2754	2505	2	23.414
CAM40635	1254	1005	0	0
CAM40636	1458	1209	2	48.5128
CAM40637	1011	762	2	76.9711
CAM40638	345	96.0755	1	305.239
CAM40639	1743	1494	5	98.1459
CAM40640	354	105.028	1	279.222
CAM40641	660	411	15.3846	1097.74
CAM40642	2649	2400	3	36.6575
CAM40643	1653	1404	2	41.7749
CAM40644	3450	3201	6	54.9691
CAM40645	6000	5751	4	20.3972
CAM40646	1242	993	1	29.5327
CAM40647	1764	1515	3	58.0713
CAM40648	582	333	0	0
CAM40650	3585	3336	4	35.1631
CAM40651	2820	2571	3	34.2194
CAM40652	1461	1212	3	72.5891
CAM40653	645	396	3	222.167
CAM40654	1368	1119	2	52.4147
CAM40655	1287	1038	4	113.01
CAM40656	2736	2487	6	70.7503
CAM40657	732	483	0	0
CAM40658	1647	1398	0	0
CAM40659	612	363	0	0
CAM40660	2262	2013	2	29.1366
CAM40661	2262	2013	1	14.5683
CAM40662	933	684	1	42.8743
CAM40663	1965	1716	4	68.359
CAM40664	873	624	1.71283	80.4975
CAM40665	1413	1164	1.28717	32.4292
CAM40666	2457	2208	3	39.8451
CAM40667	444	195	2	300.78
CAM40668	4134	3885	6	45.2911
CAM40669	1278	1029	0	0
CAM40670	2574	2325	1	12.6133
CAM40671	1908	1659	4	70.7077
CAM40672	1041	792	0	0
CAM40673	2133	1884	5	77.8291
CAM40674	1905	1656	0	0
CAM40675	2331	2082	2	28.171
CAM40676	756	507	0	0
CAM40677	996	747	0	0
CAM40678	2292	2043	4	57.4175
CAM40679	978	729	1	40.2277
CAM40680	504	255	1	115.004
CAM40681	1770	1521	5	96.4037
CAM40682	1962	1713	1	17.1197
CAM40683	642	393	1	74.6209
CAM40684	1947	1698	5	86.3546
CAM40685	648	399	4	293.995
CAM40686	1947	1698	1	17.2709
CAM40687	750	501	0.5	29.2675
CAM40688	1350	1101	1	26.6358
CAM40689	750	501	0.5	29.2675
CAM40690	1245	996	1	29.4438
CAM40691	828	579	0	0
CAM40692	546	297	0	0
CAM40693	324	75.5516	0	0
CAM40694	1719	1470	3	59.849
CBZ14817	1263	1014	1	28.9211
CAM40695	1227	978	2	59.9714
CAM40696	879	630	0	0
CAM40697	5904	5655	12	62.2303
CAM40698	1770	1521	2	38.5615
CAM40699	1458	1209	1	24.2564
CAM40700	1698	1449	1	20.2388
CAM40701	2007	1758	2	33.3629
CAM40702	630	381	1	76.9711
CAM40703	1011	762	1	38.4856
CAM40704	390	141	0	0
CAM40705	9339	9090	13	41.9404
CAM40706	2583	2334	5	62.8235
CAM40707	1863	1614	2	36.3395
CAM40708	594	345	0	0
CAM40709	687	438	1	66.9544
CAM40710	663	414	1	70.8358
CAM40711	984	735	0	0
CAM40712	2022	1773	2	33.0807
CAM40713	768	519	0	0
CAM40714	1536	1287	3	68.359
CAM40715	1776	1527	4	76.8199
CAM40716	981	732	4	160.251
CAM40717	2703	2454	4	47.8012
CAM40718	1419	1170	5	125.325
CAM40719	2718	2469	4	47.5107
CAM40720	591	342	2	171.497
CAM40721	372	123.003	1	238.417
CAM40722	798	549	1	53.4171
CAM40723	615	366	4	320.503
CAM40724	1362	1113	2	52.6972
CAM40725	2388	2139	7	95.971
CAM40726	3099	2850	3	30.8695
CAM40727	3312	3063	8	76.5942
CAM40728	1935	1686	5	86.9692
CAM40729	1227	978	0	0
CAM40730	2697	2448	6	71.8775
CAM40731	225	17.4134	0	0
CAM40732	780	531	1	55.2279
CAM40733	318	69.8927	0	0
CAM40734	4881	4632	12	75.9741
CAM40735	762	513	1	57.1657
CAM40736	648	399	0	0
CAM40737	1170	921	2	63.683
CAM40738	1293	1044	4	112.36
CAM40739	2856	2607	3	33.7468
CAM40740	1419	1170	5	125.325
CAM40741	657	408	0	0
CAM40742	762	513	1	57.1657
CAM40743	1923	1674	2	35.037
CAM40744	1959	1710	5	85.7486
CAM40745	894	645	1	45.4667
CAM40746	1878	1629	1	18.0025
CAM40747	384	135.001	0	0
CAM40748	615	366	0	0
CAM40749	1755	1506	2	38.9456
CAM40750	570	321	0.999382	91.3019
CAM40751	1071	822	4	142.706
CAM40752	1881	1632	7	125.786
CAM40753	2118	1869	7	109.835
CAM40754	1290	1041	0	0
CAM40755	1461	1212	3	72.5891
CAM40756	1347	1098	4	106.834
CAM40757	1713	1464	0	0
CAM40758	369	120.004	0	0
CAM40759	4155	3906	9	67.5714
CAM40760	2550	2301	1	12.7449
CAM40761	3330	3081	3	28.555
CAM40762	2364	2115	4	55.4629
CAM40763	1272	1023	1	28.6667
CAM40764	351	102.039	1	287.4
CAM40765	3051	2802	2	20.9322
CAM40766	3780	3531	1	8.3053
CAM40767	3411	3162	7	64.9216
CAM40768	1506	1257	1	23.3302
CAM40769	1533	1284	4	91.3583
CAM40770	651	402	1	72.9503
CAM40771	2805	2556	4	45.8936
CAM40772	2895	2646	3	33.2494
CAM40773	2604	2355	3	37.358
CAM40774	606	357	2	164.291
CAM40775	4407	4158	4	28.2116
CAM40776	4248	3999	8	58.6667
CAM40777	3426	3177	6	55.3843
CAM40778	1194	945	3	93.0984
CAM40779	273	35.2427	0	0
CAM40780	828	579	0	0
CAM40781	2268	2019	3	43.575
CAM40782	1188	939	0	0
CAM40783	909	660	0	0
CAM40784	1347	1098	2	53.4171
CAM40785	4278	4029	11	80.066
CAM40786	2685	2436	1	12.0386
CAM40787	3111	2862	6	61.4801
CAM40788	5937	5688	5	25.7788
CAM40789	1176	927	1	31.6354
CAM40790	1578	1329	1	22.0662
CAM40791	2436	2187	4	53.637
CAM40792	3492	3243	6	54.2572
CAM40793	1482	1233	6	142.706
CAM40794	2562	2313	0	0
CAM40795	624	375	1.00628e-08	7.8694e-07
CAM40796	1629	1380	2	42.5015
CAM40797	1905	1656	5	88.5447
CAM40798	1698	1449	1	20.2388
CAM40799	2295	2046	4	57.3333
CAM40801	1953	1704	2	34.4202
CAM40802	1536	1287	15	341.795
CAM40803	4938	4689	9	56.2879
CAM40804	3135	2886	10	101.615
