target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2220	8	85.1515
CAM40532	336	87.1877	0	0
CAM40533	1680	1431	4	66.0504
CAM40534	1563	1314	3	53.9487
CAM40535	699	450	0	0
CAM40536	1329	1080	2	43.7584
CAM40537	2067	1818	5	64.9877
CAM40538	525	276	1	85.6143
CAM40539	1866	1617	5	73.066
CAM40540	993	744	3	95.2804
CAM40541	1059	810	2	58.3445
CAM40542	912	663	1	35.6403
CAM40543	1101	852	3	83.2026
CAM40544	1026	777	2	60.8225
CAM40545	1227	978	1	24.1611
CAM40546	840	591	4	159.929
CAM40547	1344	1095	6	129.477
CAM40548	924	675	4	140.027
CAM40549	4419	4170	6	33.9993
CAM40550	1665	1416	3	50.0626
CAM40551	4458	4209	16	89.8248
CAM40552	2781	2532	7	65.3265
CAM40553	399	150	1	157.53
CAM40554	690	441	0	0
CAM40555	879	630	1	37.5072
CAM40556	552	303	0	0
CAM40557	1065	816	2	57.9155
CAM40558	1536	1287	1	18.3602
CAM40559	1854	1605	2	29.4449
CAM40560	828	579	5	204.055
CAM40561	252	25.369	0	0
CAM40562	1998	1749	11	148.613
CAM40563	1080	831	3.89563	110.772
CAM40564	2115	1866	44.8444	567.874
CAM40565	1140	891	3.25996	86.455
CAM40566	2187	1938	1	12.1927
CAM40567	930	681	0	0
CAM40568	1113	864	0	0
CAM40569	1212	963	1	24.5374
CAM40570	2823	2574	9	82.6208
CAM40571	300	54.0423	0	0
CAM40572	3162	2913	7	56.7823
CAM40573	663	414	1	57.0762
CAM40574	651	402	2	117.56
CAM40575	867	618	1	38.2355
CAM40576	1626	1377	3	51.4805
CAM40577	2049	1800	3	39.3826
CAM40578	3207	2958	1	7.98835
CAM40579	909	660	1	35.8023
CAM40580	2667	2418	2	19.5447
CAM40581	507	258	0	0
CAM40582	1050	801	2	59.0001
CAM40583	4356	4107	3	17.2604
CAM40584	609	360	0	0
CAM40585	1296	1047	2	45.1376
CAM40586	6078	5829	8	32.4303
CAM40587	1056	807	2	58.5614
CAM40588	417	168	2	281.304
CAM40589	1719	1470	3	48.2235
CAM40590	1137	888	1	26.6098
CAM40591	2031	1782	1	13.2601
CAM40592	2628	2379	18	178.786
CAM40593	573	324	1	72.9307
CAM40594	1305	1056	3	67.1294
CAM40595	381	132.001	1	179.011
CAM40596	909	660	4	143.209
CAM40597	1434	1185	4	79.7621
CAM40598	354	105.028	2	449.968
CAM40599	4221	3972	2	11.8981
CAM40600	459	210	1	112.522
CAM40601	2547	2298	6	61.6959
CAM40602	1503	1254	0	0
CAM40603	465	216	1	109.396
CAM40604	1170	921	1	25.6564
CAM40605	1887	1638	2	28.8517
CAM40606	579	330	37	2649.37
CAM40607	1695	1446	3	49.0239
CAM40608	1116	867	0	0
CAM40609	2316	2067	13	148.613
CAM40610	1191	942	1	25.0844
CAM40611	1209	960	0	0
CAM40612	2646	2397	1	9.85796
CAM40613	912	663	13	463.324
CAM40614	750	501	30	1414.94
CAM40615	564	315	1	75.0144
CAM40616	564	315	1	75.0144
CAM40617	1392	1143	10	206.733
CAM40618	303	56.5345	11	4597.63
CAM40619	735	486	4	194.482
CAM40620	1386	1137	3	62.3471
CAM40621	2796	2547	3	27.8322
CBZ14814	240	21.2959	0	0
CAM40622	1332	1083	0	0
CAM40623	1332	1083	61.4063	1339.8
CAM40624	1881	1632	3	43.4366
CAM40625	672	423	0	0
CAM40626	1332	1083	55.3803	1208.32
CAM40627	3810	3561	1	6.63565
CAM40628	4878	4629	7	35.7327
CAM40629	528	279	0	0
CAM40631	534	285	17.8265	1478
CAM40632	2196	1947	6	72.8183
CAM40633	2133	1884	3	37.6266
CAM40634	2754	2505	6	56.5977
CAM40635	1254	1005	2	47.024
CAM40636	1458	1209	1	19.5447
CAM40637	1011	762	0	0
CAM40638	345	96.0755	0	0
CAM40639	1743	1494	1	15.8163
CAM40640	354	105.028	2	449.968
CAM40641	660	411	17.931	1030.91
CAM40642	2649	2400	2	19.6913
CAM40643	1653	1404	3	50.4905
CAM40644	3450	3201	5	36.9096
CAM40645	6000	5751	3	12.3263
CAM40646	1242	993	1	23.7961
CAM40647	1764	1515	4	62.3882
CAM40648	582	333	1	70.9596
CAM40650	3585	3336	8	56.6656
CAM40651	2820	2571	2	18.3816
CAM40652	1461	1212	2	38.9926
CAM40653	645	396	1	59.6705
CAM40654	1368	1119	0	0
CAM40655	1287	1038	3	68.2935
CAM40656	2736	2487	7	66.5085
CAM40657	732	483	0	0
CAM40658	1647	1398	1	16.9024
CAM40659	612	363	0	0
CAM40660	2262	2013	2	23.4769
CAM40661	2262	2013	2	23.4769
CAM40662	933	684	2	69.0922
CAM40663	1965	1716	2	27.5403
CAM40664	873	624	1.71283	64.8612
CAM40665	1413	1164	1.28717	26.1299
CAM40666	2457	2208	2	21.4036
CAM40667	444	195	0	0
CAM40668	4134	3885	0	0
CAM40669	1278	1029	2	45.9272
CAM40670	2574	2325	5	50.8162
CAM40671	1908	1659	1	14.2432
CAM40672	1041	792	1	29.8353
CAM40673	2133	1884	1	12.5422
CAM40674	1905	1656	2	28.5381
CAM40675	2331	2082	1	11.3494
CAM40676	756	507	0	0
CAM40677	996	747	0	0
CAM40678	2292	2043	1	11.5661
CAM40679	978	729	4	129.655
CAM40680	504	255	3	277.995
CAM40681	1770	1521	0	0
CAM40682	1962	1713	7	96.5597
CAM40683	642	393	1	60.126
CAM40684	1947	1698	4.51715	62.8611
CAM40685	648	399	8	473.775
CAM40686	1947	1698	4.21755	58.6919
CAM40687	750	501	2	94.3295
CAM40688	1350	1101	0.265297	5.69377
CAM40689	750	501	2	94.3295
CAM40690	1245	996	3	71.1733
CAM40691	828	579	1.39042	56.7445
CAM40692	546	297	1	79.5607
CAM40693	324	75.5516	3	938.281
CAM40694	1719	1470	5	80.3726
CBZ14817	1263	1014	0	0
CAM40695	1227	978	0	0
CAM40696	879	630	1	37.5072
CAM40697	5904	5655	3	12.5356
CAM40698	1770	1521	2	31.0711
CAM40699	1458	1209	0	0
CAM40700	1698	1449	2	32.615
CAM40701	2007	1758	0	0
CAM40702	630	381	0	0
CAM40703	1011	762	0	0
CAM40704	390	141	0	0
CAM40705	9339	9090	7	18.1966
CAM40706	2583	2334	2	20.2481
CAM40707	1863	1614	3	43.9211
CAM40708	594	345	0	0
CAM40709	687	438	0	0
CAM40710	663	414	0	0
CAM40711	984	735	2	64.2981
CAM40712	2022	1773	0	0
CAM40713	768	519	2	91.0579
CAM40714	1536	1287	5	91.8008
CAM40715	1776	1527	0	0
CAM40716	981	732	0	0
CAM40717	2703	2454	6	57.7739
CAM40718	1419	1170	0	0
CAM40719	2718	2469	8	76.5639
CAM40720	591	342	1	69.0922
CAM40721	372	123.003	0	0
CAM40722	798	549	0	0
CAM40723	615	366	6	387.369
CAM40724	1362	1113	2	42.461
CAM40725	2388	2139	10	110.47
CAM40726	3099	2850	13	107.784
CAM40727	3312	3063	3	23.1435
CAM40728	1935	1686	3	42.0454
CAM40729	1227	978	2	48.3222
CAM40730	2697	2448	6	57.9155
CAM40731	225	17.4134	0	0
CAM40732	780	531	6	267
CAM40733	318	69.8927	0	0
CAM40734	4881	4632	6	30.6082
CAM40735	762	513	1	46.0615
CAM40736	648	399	2	118.444
CAM40737	1170	921	4	102.626
CAM40738	1293	1044	15	339.505
CAM40739	2856	2607	5	45.3194
CAM40740	1419	1170	11	222.158
CAM40741	657	408	0	0
CAM40742	762	513	1	46.0615
CAM40743	1923	1674	2	28.2312
CAM40744	1959	1710	2	27.6369
CAM40745	894	645	1	36.6349
CAM40746	1878	1629	2	29.0111
CAM40747	384	135.001	0	0
CAM40748	615	366	1	64.5616
CAM40749	1755	1506	5	78.4513
CAM40750	570	321	0	0
CAM40751	1071	822	0	0
CAM40752	1881	1632	1	14.4789
CAM40753	2118	1869	0	0
CAM40754	1290	1041	5	113.494
CAM40755	1461	1212	2	38.9926
CAM40756	1347	1098	0	0
CAM40757	1713	1464	3	48.4212
CAM40758	369	120.004	0	0
CAM40759	4155	3906	7	42.3468
CAM40760	2550	2301	2	20.5385
