target_id	length	eff_length	est_counts	tpm
CAM40531	2469	2112.5	43	26.3352
CAM40532	336	215.5	22	132.081
CAM40533	1680	1323.5	67	65.4961
CAM40534	1563	1206.5	29	31.0982
CAM40535	699	500	23	59.5144
CAM40536	1329	972.5	13	17.2949
CAM40537	2067	1710.5	52	39.3319
CAM40538	525	326	7	27.7808
CAM40539	1866	1509.5	43	36.8553
CAM40540	993	636.5	32	65.0453
CAM40541	1059	702.5	27	49.7258
CAM40542	912	555.5	14	32.6068
CAM40543	1101	744.5	38	66.0364
CAM40544	1026	669.5	42	81.1639
CAM40545	1227	870.5	17	25.2665
CAM40546	840	483.5	25	66.8972
CAM40547	1344	987.5	54	70.7491
CAM40548	924	567.5	48	109.431
CAM40549	4419	4062.5	81	25.7962
CAM40550	1665	1308.5	34	33.6178
CAM40551	4458	4101.5	105	33.1216
CAM40552	2781	2424.5	75	40.0224
CAM40553	399	200	47	304.041
CAM40554	690	491	38	100.131
CAM40555	879	522.5	0	0
CAM40556	552	353	0.5	1.83257
CAM40557	1065	708.5	48	87.6528
CAM40558	1536	1179.5	39	42.779
CAM40559	1854	1497.5	25	21.5992
CAM40560	828	629	131	269.454
CAM40561	252	131.5	4	39.3549
CAM40562	1998	1641.5	63	49.6551
CAM40563	1080	723.5	264.987	473.861
CAM40564	2115	1758.5	1276.09	938.866
CAM40565	1140	783.5	184.922	305.361
CAM40566	2187	1830.5	34	24.0311
CAM40567	930	573.5	56	126.334
CAM40568	1113	756.5	20	34.2047
CAM40569	1212	855.5	41	62.0052
CAM40570	2823	2466.5	58	30.4236
CAM40571	300	179.5	11	79.2853
CAM40572	3162	2805.5	30	13.8349
CAM40573	663	464	15	41.8252
CAM40574	651	452	42	120.22
CAM40575	867	510.5	23	58.2903
CAM40576	1626	1269.5	54	55.0333
CAM40577	2049	1692.5	19	14.5241
CAM40578	3207	2850.5	34	15.432
CAM40579	909	552.5	19	44.4924
CAM40580	2667	2310.5	20	11.1992
CAM40581	507	308	13.1725	55.3326
CAM40582	1050	693.5	15.8275	29.5278
CAM40583	4356	3999.5	36	11.6456
CAM40584	609	410	19	59.9562
CAM40585	1296	939.5	10	13.7711
CAM40586	6078	5721.5	65	14.6983
CAM40587	1056	699.5	23	42.5407
CAM40588	417	218	14	83.0876
CAM40589	1719	1362.5	18	17.0923
CAM40590	1137	780.5	30	49.7294
CAM40591	2031	1674.5	32	24.7246
CAM40592	2628	2271.5	110	62.6534
CAM40593	573	374	73	252.532
CAM40594	1305	948.5	52	70.9301
CAM40595	381	182	20	142.175
CAM40596	909	552.5	59	138.161
CAM40597	1434	1077.5	33	39.6243
CAM40598	354	233.5	27	149.603
CAM40599	4221	3864.5	44	14.7307
CAM40600	459	260	31	154.26
CAM40601	2547	2190.5	37	21.8536
CAM40602	1503	1146.5	106	119.618
CAM40603	465	266	14	68.0943
CAM40604	1170	813.5	41	65.2065
CAM40605	1887	1530.5	62	52.411
CAM40606	579	380	326.048	1110.1
CAM40607	1695	1338.5	38	36.7307
CAM40608	1116	759.5	26	44.2904
CAM40609	2316	1959.5	55	36.3146
CAM40610	1191	834.5	36	55.8137
CAM40611	1209	852.5	22	33.3882
CAM40612	2646	2289.5	31	17.518
CAM40613	912	555.5	135	314.423
CAM40614	750	551	253.033	594.141
CAM40615	564	365	36	127.607
CAM40616	564	365	36	127.607
CAM40617	1392	1035.5	56	69.9685
CAM40618	303	182.5	186	1318.6
CAM40619	735	536	42	101.379
CAM40620	1386	1029.5	27	33.9314
CAM40621	2796	2439.5	34	18.0319
CBZ14814	240	119.5	7	75.787
CAM40622	1332	975.5	9.23391e-07	1.22468e-06
CAM40623	1332	975.5	647.027	858.142
CAM40624	1881	1524.5	39	33.098
CAM40625	672	473	0	0
CAM40626	1332	975.5	2458.42	3260.57
CAM40627	3810	3453.5	55	20.6048
CAM40628	4878	4521.5	63	18.027
CAM40629	528	329	0	0
CAM40631	534	335	170.343	657.877
CAM40632	2196	1839.5	106	74.5539
CAM40633	2133	1776.5	49	35.6858
CAM40634	2754	2397.5	58	31.2992
CAM40635	1254	897.5	8	11.5324
CAM40636	1458	1101.5	28	32.888
CAM40637	1011	654.5	34	67.21
CAM40638	345	224.5	22	126.786
CAM40639	1743	1386.5	86	80.2496
CAM40640	354	233.5	28	155.144
CAM40641	660	461	286.222	803.28
CAM40642	2649	2292.5	27	15.2377
CAM40643	1653	1296.5	28	27.9415
CAM40644	3450	3093.5	46	19.2385
CAM40645	6000	5643.5	36	8.25312
CAM40646	1242	885.5	48	70.1321
CAM40647	1764	1407.5	45	41.3646
CAM40648	582	383	18	60.8048
CAM40650	3585	3228.5	65	26.0482
CAM40651	2820	2463.5	30	15.7555
CAM40652	1461	1104.5	23	26.9418
CAM40653	645	446	31	89.9272
CAM40654	1368	1011.5	25	31.9771
CAM40655	1287	930.5	24	33.3702
CAM40656	2736	2379.5	52	28.2737
CAM40657	732	533	9	21.8464
CAM40658	1647	1290.5	24	24.0612
CAM40659	612	413	7	21.9287
